web-scraper-order,web-scraper-start-url,pages,pages-href,title,articles,articles-href,subtitle,author,date,content
"1571531230-11675","https://search.huffpost.com/search;_ylt=AwrgDdoJqatdzBkA0RxsBmVH;_ylc=X1MDMTE5NzgwMzExNgRfcgMyBGZyA2h1ZmZwb3N0BGdwcmlkAzZtcElzMHF4U3F1a1BJZ0hvUUVBVkEEbl9yc2x0AzAEbl9zdWdnAzEwBG9yaWdpbgNzZWFyY2guaHVmZnBvc3QuY29tBHBvcwMwBHBxc3RyAwRwcXN0cmwDMARxc3RybAMxMQRxdWVyeQNiZXRzeSUyMGRldm9zBHRfc3RtcAMxNTcxNTMxMTkx?p=betsy+devos&fr2=sb-top&fr=huffpost","5","https://search.huffpost.com/search;_ylt=Awr9BN29qatdd28AsTpsBmVH;_ylu=X3oDMTEza3NiY3RnBGNvbG8DZ3ExBHBvcwMxBHZ0aWQDBHNlYwNwYWdpbmF0aW9u?p=betsy+devos&fr=huffpost&fr2=sb-top&b=41&pz=10&bct=0&xargs=0","Betsy DeVos’ $40 Million Yacht Set Adrift By Vandals At Ohio Dock","Betsy DeVos' $40 Million Yacht Set Adrift By Vandals At Ohio Dock","https://search.huffpost.com/click/_ylt=Awr9CWvAqatdyVcAE9FsBmVH;_ylu=X3oDMTByNWU4cGh1BGNvbG8DZ3ExBHBvcwMxBHZ0aWQDBHNlYwNzYw--/RV=2/RE=1571560001/RO=10/RU=https%3a%2f%2fwww.huffpost.com%2fentry%2fbetsy-devos-40-million-yacht-set-adrift-by-vandals-at-ohio-dock_n_5b59cf4fe4b0fd5c73cc92ea/RK=2/RS=MLK6DwXcsNstkUeZ2067nwhSnWI-","Someone untied the SeaQuest from its mooring, causing it to ram into a dock and sustain “large scratches and scrapes,” according to a police report.","","07/26/2018 12:01 pm ET","The 163-foot yacht is one of 10 boats owned by the DeVos family, the Blade reported. Betsy DeVos is one of the Trump administration’s wealthiest officials, with an estimated net worth of around $1 billion, according to Forbes. Her father founded Prince Corporation, a successful automotive business, and her father-in-law co-founded Amway marketing company."
"1571531237-11705","https://search.huffpost.com/search;_ylt=AwrgDdoJqatdzBkA0RxsBmVH;_ylc=X1MDMTE5NzgwMzExNgRfcgMyBGZyA2h1ZmZwb3N0BGdwcmlkAzZtcElzMHF4U3F1a1BJZ0hvUUVBVkEEbl9yc2x0AzAEbl9zdWdnAzEwBG9yaWdpbgNzZWFyY2guaHVmZnBvc3QuY29tBHBvcwMwBHBxc3RyAwRwcXN0cmwDMARxc3RybAMxMQRxdWVyeQNiZXRzeSUyMGRldm9zBHRfc3RtcAMxNTcxNTMxMTkx?p=betsy+devos&fr2=sb-top&fr=huffpost","4","https://search.huffpost.com/search;_ylt=Awr9BN29qatdd28AsDpsBmVH;_ylu=X3oDMTEza3NiY3RnBGNvbG8DZ3ExBHBvcwMxBHZ0aWQDBHNlYwNwYWdpbmF0aW9u?p=betsy+devos&fr=huffpost&fr2=sb-top&b=31&pz=10&bct=0&xargs=0","Betsy DeVos Comes Clean: A Fiction","Betsy DeVos Comes Clean: A Fiction","https://search.huffpost.com/click/_ylt=Awr9IlvfqatdqjMAw69sBmVH;_ylu=X3oDMTByNWU4cGh1BGNvbG8DZ3ExBHBvcwMxBHZ0aWQDBHNlYwNzYw--/RV=2/RE=1571560031/RO=10/RU=https%3a%2f%2fwww.huffpost.com%2fentry%2fbetsy-devos-comes-clean-a-fiction_b_59ed3292e4b092f9f241935c/RK=2/RS=EiTANaXK4GsF42nXG8lPBvTyaHY-","null","","10/22/2017 08:16 pm ET","First of all, I’d like to thank all of you for coming because I appreciate yet another opportunity to campaign in a manner that ultimately promotes my favorite minority, the one to which I belong: America’s elite among elite, those possessing the top .1% in American net worth."
"1571531310-12104","https://search.huffpost.com/search;_ylt=AwrgDdoJqatdzBkA0RxsBmVH;_ylc=X1MDMTE5NzgwMzExNgRfcgMyBGZyA2h1ZmZwb3N0BGdwcmlkAzZtcElzMHF4U3F1a1BJZ0hvUUVBVkEEbl9yc2x0AzAEbl9zdWdnAzEwBG9yaWdpbgNzZWFyY2guaHVmZnBvc3QuY29tBHBvcwMwBHBxc3RyAwRwcXN0cmwDMARxc3RybAMxMQRxdWVyeQNiZXRzeSUyMGRldm9zBHRfc3RtcAMxNTcxNTMxMTkx?p=betsy+devos&fr2=sb-top&fr=huffpost","2","https://search.huffpost.com/search;_ylt=Awr9BN29qatdd28ArjpsBmVH;_ylu=X3oDMTEza3NiY3RnBGNvbG8DZ3ExBHBvcwMxBHZ0aWQDBHNlYwNwYWdpbmF0aW9u?p=betsy+devos&fr=huffpost&fr2=sb-top&b=11&pz=10&bct=0&xargs=0","Betsy DeVos’ New Title IX Guidelines Prioritize Schools Over Sexual Assault Survivors","Betsy DeVos' New Title IX Guidelines Prioritize Schools Over Sexual Assault Survivors","https://search.huffpost.com/click/_ylt=Awr9DuMPqqtdDjYAgYpsBmVH;_ylu=X3oDMTByNWU4cGh1BGNvbG8DZ3ExBHBvcwMxBHZ0aWQDBHNlYwNzYw--/RV=2/RE=1571560079/RO=10/RU=https%3a%2f%2fwww.huffpost.com%2fentry%2fbesty-devos-new-title-ix-guidelines-prioritize-schools-over-sexual-assault-survivors_n_5beede5fe4b0510a1f3037cf/RK=2/RS=vvvUgMhGxd1y4k6dwx0v2M8ZDWc-","The Education Department just proposed guidelines to the civil rights law that would drastically change the way schools handle sexual misconduct.","","11/16/2018 01:29 pm ET","This process, known as mediation, encourages schools to simply work it out themselves instead of following a regulated investigation protocol."
"1571531239-11732","https://search.huffpost.com/search;_ylt=AwrgDdoJqatdzBkA0RxsBmVH;_ylc=X1MDMTE5NzgwMzExNgRfcgMyBGZyA2h1ZmZwb3N0BGdwcmlkAzZtcElzMHF4U3F1a1BJZ0hvUUVBVkEEbl9yc2x0AzAEbl9zdWdnAzEwBG9yaWdpbgNzZWFyY2guaHVmZnBvc3QuY29tBHBvcwMwBHBxc3RyAwRwcXN0cmwDMARxc3RybAMxMQRxdWVyeQNiZXRzeSUyMGRldm9zBHRfc3RtcAMxNTcxNTMxMTkx?p=betsy+devos&fr2=sb-top&fr=huffpost","4","https://search.huffpost.com/search;_ylt=Awr9BN29qatdd28AsDpsBmVH;_ylu=X3oDMTEza3NiY3RnBGNvbG8DZ3ExBHBvcwMxBHZ0aWQDBHNlYwNwYWdpbmF0aW9u?p=betsy+devos&fr=huffpost&fr2=sb-top&b=31&pz=10&bct=0&xargs=0","Betsy DeVos Compares School Choice Critics To ‘Flat-Earthers’","Betsy DeVos Compares School Choice Critics To ‘Flat-Earthers’","https://search.huffpost.com/click/_ylt=Awr9IlvfqatdqjMAwa9sBmVH;_ylu=X3oDMTByNWU4cGh1BGNvbG8DZ3ExBHBvcwMxBHZ0aWQDBHNlYwNzYw--/RV=2/RE=1571560031/RO=10/RU=https%3a%2f%2fwww.huffpost.com%2fentry%2fbetsy-devos-school-choice-flat-earthers_n_5924a9b7e4b0ec129d30556f/RK=2/RS=X9tHtfubkyy2k_2SLzTU6T6ItIU-","The education secretary accuses critics of hindering innovation, then calls Trump’s budget, which would cut education 13 percent, a “historic investment” in students.","","05/23/2017 06:59 pm ET","“The time has expired for ‘reform.’ We need a transformation ― a transformation that will open up America’s closed and antiquated education system,” DeVos said at the American Federation for Children’s annual National Policy Summit in Indianapolis. “Defenders of our current system have been regularly resistant to any meaningful change. In resisting, these ‘flat-earthers’ have chilled creativity and stopped American kids from competing at the highest levels.”"
"1571531290-11993","https://search.huffpost.com/search;_ylt=AwrgDdoJqatdzBkA0RxsBmVH;_ylc=X1MDMTE5NzgwMzExNgRfcgMyBGZyA2h1ZmZwb3N0BGdwcmlkAzZtcElzMHF4U3F1a1BJZ0hvUUVBVkEEbl9yc2x0AzAEbl9zdWdnAzEwBG9yaWdpbgNzZWFyY2guaHVmZnBvc3QuY29tBHBvcwMwBHBxc3RyAwRwcXN0cmwDMARxc3RybAMxMQRxdWVyeQNiZXRzeSUyMGRldm9zBHRfc3RtcAMxNTcxNTMxMTkx?p=betsy+devos&fr2=sb-top&fr=huffpost","2","https://search.huffpost.com/search;_ylt=Awr9BN29qatdd28ArjpsBmVH;_ylu=X3oDMTEza3NiY3RnBGNvbG8DZ3ExBHBvcwMxBHZ0aWQDBHNlYwNwYWdpbmF0aW9u?p=betsy+devos&fr=huffpost&fr2=sb-top&b=11&pz=10&bct=0&xargs=0","Tuesday’s Morning Email: How Betsy DeVos Became The Most Hated Cabinet Secretary","Tuesday's Morning Email: How Betsy DeVos Became The Most Hated Cabinet Secretary","https://search.huffpost.com/click/_ylt=Awr9DuMPqqtdDjYAj4psBmVH;_ylu=X3oDMTByNWU4cGh1BGNvbG8DZ3ExBHBvcwMxBHZ0aWQDBHNlYwNzYw--/RV=2/RE=1571560079/RO=10/RU=https%3a%2f%2fwww.huffpost.com%2fentry%2ftuesdays-morning-email-how-betsy-devos-became-the-most-hated-cabinet-secretary_n_59ef188de4b0d14acdcc5bf5/RK=2/RS=FeOC4PpZzG7q3sgrwIINaUbgob0-","“Meet the new Democratic bogeyman for 2018.”","","10/24/2017 07:03 am ET","Sgt. La David Johnson’s widow spoke to “Good Morning America” about the controversial Trump phone call."
"1571531242-11755","https://search.huffpost.com/search;_ylt=AwrgDdoJqatdzBkA0RxsBmVH;_ylc=X1MDMTE5NzgwMzExNgRfcgMyBGZyA2h1ZmZwb3N0BGdwcmlkAzZtcElzMHF4U3F1a1BJZ0hvUUVBVkEEbl9yc2x0AzAEbl9zdWdnAzEwBG9yaWdpbgNzZWFyY2guaHVmZnBvc3QuY29tBHBvcwMwBHBxc3RyAwRwcXN0cmwDMARxc3RybAMxMQRxdWVyeQNiZXRzeSUyMGRldm9zBHRfc3RtcAMxNTcxNTMxMTkx?p=betsy+devos&fr2=sb-top&fr=huffpost","4","https://search.huffpost.com/search;_ylt=Awr9BN29qatdd28AsDpsBmVH;_ylu=X3oDMTEza3NiY3RnBGNvbG8DZ3ExBHBvcwMxBHZ0aWQDBHNlYwNwYWdpbmF0aW9u?p=betsy+devos&fr=huffpost&fr2=sb-top&b=31&pz=10&bct=0&xargs=0","Democratic Congresswoman Demands Betsy DeVos Resign For Promoting ‘Racist Research’","Democratic Congresswoman Demands Betsy DeVos Resign For Promoting 'Racist Research'","https://search.huffpost.com/click/_ylt=Awr9IlvfqatdqjMAv69sBmVH;_ylu=X3oDMTByNWU4cGh1BGNvbG8DZ3ExBHBvcwMxBHZ0aWQDBHNlYwNzYw--/RV=2/RE=1571560031/RO=10/RU=https%3a%2f%2fwww.huffpost.com%2fentry%2fkatherine-clark-demands-betsy-devos-resign_n_5ca26e1ae4b04693a945fe6e/RK=2/RS=Oa8yQqGiKSEM1oSrnt8OPPhNo_c-","“What Betsy DeVos did that I so object to and find disgusting is she rescinded civil rights policy and cherry-picked racist research to back it up.”","","04/01/2019 07:45 pm ET","The Secretary rescinded this guidance months ago because she heard repeatedly that it wasn’t working for students or for teachers. For the Congresswoman to show up and try to grab headlines is nothing more than political opportunism at its worst. Secretary DeVos always has and always will fight to make sure every student is treated like an individual and has the opportunity to learn and grow in an environment that is safe and nurturing."
"1571531280-11953","https://search.huffpost.com/search;_ylt=AwrgDdoJqatdzBkA0RxsBmVH;_ylc=X1MDMTE5NzgwMzExNgRfcgMyBGZyA2h1ZmZwb3N0BGdwcmlkAzZtcElzMHF4U3F1a1BJZ0hvUUVBVkEEbl9yc2x0AzAEbl9zdWdnAzEwBG9yaWdpbgNzZWFyY2guaHVmZnBvc3QuY29tBHBvcwMwBHBxc3RyAwRwcXN0cmwDMARxc3RybAMxMQRxdWVyeQNiZXRzeSUyMGRldm9zBHRfc3RtcAMxNTcxNTMxMTkx?p=betsy+devos&fr2=sb-top&fr=huffpost","3","https://search.huffpost.com/search;_ylt=Awr9BN29qatdd28ArzpsBmVH;_ylu=X3oDMTEza3NiY3RnBGNvbG8DZ3ExBHBvcwMxBHZ0aWQDBHNlYwNwYWdpbmF0aW9u?p=betsy+devos&fr=huffpost&fr2=sb-top&b=21&pz=10&bct=0&xargs=0","Friday’s Morning Email: Inside The Voucher Schools Championed By Betsy DeVos","Friday's Morning Email: Inside The Voucher Schools Championed By Betsy DeVos","https://search.huffpost.com/click/_ylt=Awr9DtD0qatdfogA2.FsBmVH;_ylu=X3oDMTByNWU4cGh1BGNvbG8DZ3ExBHBvcwMxBHZ0aWQDBHNlYwNzYw--/RV=2/RE=1571560053/RO=10/RU=https%3a%2f%2fwww.huffpost.com%2fentry%2ffridays-morning-email-inside-the-voucher-schools-championed-by-betsy-devos_n_5a2a81e8e4b0a290f04ff594/RK=2/RS=OmssExa0OvXXsrDH1j.a1bBYF64-","And bankrolled by taxpayer money.","","12/08/2017 07:30 am ET","‘THE CROWN’ IS BACK And yes, you should spend all weekend binging Season 2. [Vulture]"
"1571531310-12112","https://search.huffpost.com/search;_ylt=AwrgDdoJqatdzBkA0RxsBmVH;_ylc=X1MDMTE5NzgwMzExNgRfcgMyBGZyA2h1ZmZwb3N0BGdwcmlkAzZtcElzMHF4U3F1a1BJZ0hvUUVBVkEEbl9yc2x0AzAEbl9zdWdnAzEwBG9yaWdpbgNzZWFyY2guaHVmZnBvc3QuY29tBHBvcwMwBHBxc3RyAwRwcXN0cmwDMARxc3RybAMxMQRxdWVyeQNiZXRzeSUyMGRldm9zBHRfc3RtcAMxNTcxNTMxMTkx?p=betsy+devos&fr2=sb-top&fr=huffpost","2","https://search.huffpost.com/search;_ylt=Awr9BN29qatdd28ArjpsBmVH;_ylu=X3oDMTEza3NiY3RnBGNvbG8DZ3ExBHBvcwMxBHZ0aWQDBHNlYwNwYWdpbmF0aW9u?p=betsy+devos&fr=huffpost&fr2=sb-top&b=11&pz=10&bct=0&xargs=0","Betsy DeVos’ New Title IX Guidelines Prioritize Schools Over Sexual Assault Survivors","Betsy DeVos' New Title IX Guidelines Prioritize Schools Over Sexual Assault Survivors","https://search.huffpost.com/click/_ylt=Awr9DuMPqqtdDjYAgYpsBmVH;_ylu=X3oDMTByNWU4cGh1BGNvbG8DZ3ExBHBvcwMxBHZ0aWQDBHNlYwNzYw--/RV=2/RE=1571560079/RO=10/RU=https%3a%2f%2fwww.huffpost.com%2fentry%2fbesty-devos-new-title-ix-guidelines-prioritize-schools-over-sexual-assault-survivors_n_5beede5fe4b0510a1f3037cf/RK=2/RS=vvvUgMhGxd1y4k6dwx0v2M8ZDWc-","The Education Department just proposed guidelines to the civil rights law that would drastically change the way schools handle sexual misconduct.","","11/16/2018 01:29 pm ET","The proposed guidelines state a school can use “either the preponderance of the evidence standard or the clear and convincing evidence standard.” Many survivor advocate groups, however, highlighted that using a “clear and convincing” standard would treat sexual misconduct survivors more harshly than victims of other discriminatory campus crimes."
"1571531310-12118","https://search.huffpost.com/search;_ylt=AwrgDdoJqatdzBkA0RxsBmVH;_ylc=X1MDMTE5NzgwMzExNgRfcgMyBGZyA2h1ZmZwb3N0BGdwcmlkAzZtcElzMHF4U3F1a1BJZ0hvUUVBVkEEbl9yc2x0AzAEbl9zdWdnAzEwBG9yaWdpbgNzZWFyY2guaHVmZnBvc3QuY29tBHBvcwMwBHBxc3RyAwRwcXN0cmwDMARxc3RybAMxMQRxdWVyeQNiZXRzeSUyMGRldm9zBHRfc3RtcAMxNTcxNTMxMTkx?p=betsy+devos&fr2=sb-top&fr=huffpost","2","https://search.huffpost.com/search;_ylt=Awr9BN29qatdd28ArjpsBmVH;_ylu=X3oDMTEza3NiY3RnBGNvbG8DZ3ExBHBvcwMxBHZ0aWQDBHNlYwNwYWdpbmF0aW9u?p=betsy+devos&fr=huffpost&fr2=sb-top&b=11&pz=10&bct=0&xargs=0","Betsy DeVos’ New Title IX Guidelines Prioritize Schools Over Sexual Assault Survivors","Betsy DeVos' New Title IX Guidelines Prioritize Schools Over Sexual Assault Survivors","https://search.huffpost.com/click/_ylt=Awr9DuMPqqtdDjYAgYpsBmVH;_ylu=X3oDMTByNWU4cGh1BGNvbG8DZ3ExBHBvcwMxBHZ0aWQDBHNlYwNzYw--/RV=2/RE=1571560079/RO=10/RU=https%3a%2f%2fwww.huffpost.com%2fentry%2fbesty-devos-new-title-ix-guidelines-prioritize-schools-over-sexual-assault-survivors_n_5beede5fe4b0510a1f3037cf/RK=2/RS=vvvUgMhGxd1y4k6dwx0v2M8ZDWc-","The Education Department just proposed guidelines to the civil rights law that would drastically change the way schools handle sexual misconduct.","","11/16/2018 01:29 pm ET","President of the American Federation of Teachers Randi Weingarten also condemned the proposed rules in a Friday statement."
"1571531244-11761","https://search.huffpost.com/search;_ylt=AwrgDdoJqatdzBkA0RxsBmVH;_ylc=X1MDMTE5NzgwMzExNgRfcgMyBGZyA2h1ZmZwb3N0BGdwcmlkAzZtcElzMHF4U3F1a1BJZ0hvUUVBVkEEbl9yc2x0AzAEbl9zdWdnAzEwBG9yaWdpbgNzZWFyY2guaHVmZnBvc3QuY29tBHBvcwMwBHBxc3RyAwRwcXN0cmwDMARxc3RybAMxMQRxdWVyeQNiZXRzeSUyMGRldm9zBHRfc3RtcAMxNTcxNTMxMTkx?p=betsy+devos&fr2=sb-top&fr=huffpost","4","https://search.huffpost.com/search;_ylt=Awr9BN29qatdd28AsDpsBmVH;_ylu=X3oDMTEza3NiY3RnBGNvbG8DZ3ExBHBvcwMxBHZ0aWQDBHNlYwNwYWdpbmF0aW9u?p=betsy+devos&fr=huffpost&fr2=sb-top&b=31&pz=10&bct=0&xargs=0","Betsy DeVos’ $40 Million Yacht Set Adrift By Vandals At Ohio Dock","Betsy DeVos' $40 Million Yacht Set Adrift By Vandals At Ohio Dock","https://search.huffpost.com/click/_ylt=Awr9IlvfqatdqjMAva9sBmVH;_ylu=X3oDMTByNWU4cGh1BGNvbG8DZ3ExBHBvcwMxBHZ0aWQDBHNlYwNzYw--/RV=2/RE=1571560031/RO=10/RU=https%3a%2f%2fwww.huffpost.com%2fentry%2fbetsy-devos-40-million-yacht-set-adrift-by-vandals-at-ohio-dock_n_5b59cf4fe4b0fd5c73cc92ea/RK=2/RS=E7yfVAf0.1NH2vOmORJ4.vLImYo-","Someone untied the SeaQuest from its mooring, causing it to ram into a dock and sustain “large scratches and scrapes,” according to a police report.","","07/26/2018 12:01 pm ET","The crew was “able to gain control of the ship, but not before it struck the dock with its Starboard forward section,” the police report stated. Damage to the yacht consisted of “several large scratches and scrapes,” which the captain estimated would cost between $5,000 and $10,000 to repair, according to the police report."
"1571531274-11926","https://search.huffpost.com/search;_ylt=AwrgDdoJqatdzBkA0RxsBmVH;_ylc=X1MDMTE5NzgwMzExNgRfcgMyBGZyA2h1ZmZwb3N0BGdwcmlkAzZtcElzMHF4U3F1a1BJZ0hvUUVBVkEEbl9yc2x0AzAEbl9zdWdnAzEwBG9yaWdpbgNzZWFyY2guaHVmZnBvc3QuY29tBHBvcwMwBHBxc3RyAwRwcXN0cmwDMARxc3RybAMxMQRxdWVyeQNiZXRzeSUyMGRldm9zBHRfc3RtcAMxNTcxNTMxMTkx?p=betsy+devos&fr2=sb-top&fr=huffpost","3","https://search.huffpost.com/search;_ylt=Awr9BN29qatdd28ArzpsBmVH;_ylu=X3oDMTEza3NiY3RnBGNvbG8DZ3ExBHBvcwMxBHZ0aWQDBHNlYwNwYWdpbmF0aW9u?p=betsy+devos&fr=huffpost&fr2=sb-top&b=21&pz=10&bct=0&xargs=0","Betsy DeVos’ New Title IX Regulations Will Only Hurt Female Student Athletes","Opinion: Betsy DeVos' New Title IX Regulations Will Only Hurt Female Student Athletes","https://search.huffpost.com/click/_ylt=Awr9DtD0qatdfogA4eFsBmVH;_ylu=X3oDMTByNWU4cGh1BGNvbG8DZ3ExBHBvcwMxBHZ0aWQDBHNlYwNzYw--/RV=2/RE=1571560053/RO=10/RU=https%3a%2f%2fwww.huffpost.com%2fentry%2fopinion-devos-title-ix-college-athletes_n_5bff08bbe4b0388c1770f4de/RK=2/RS=4HLKOi8wppQsHBuC1VhqfFle_3I-","null","","11/29/2018 09:32 am ET","The NCAA doesn’t care enough about this issue to do anything (they certainly didn’t punish Michigan State). What they have done has no teeth."
"1571531223-11637","https://search.huffpost.com/search;_ylt=AwrgDdoJqatdzBkA0RxsBmVH;_ylc=X1MDMTE5NzgwMzExNgRfcgMyBGZyA2h1ZmZwb3N0BGdwcmlkAzZtcElzMHF4U3F1a1BJZ0hvUUVBVkEEbl9yc2x0AzAEbl9zdWdnAzEwBG9yaWdpbgNzZWFyY2guaHVmZnBvc3QuY29tBHBvcwMwBHBxc3RyAwRwcXN0cmwDMARxc3RybAMxMQRxdWVyeQNiZXRzeSUyMGRldm9zBHRfc3RtcAMxNTcxNTMxMTkx?p=betsy+devos&fr2=sb-top&fr=huffpost","5","https://search.huffpost.com/search;_ylt=Awr9BN29qatdd28AsTpsBmVH;_ylu=X3oDMTEza3NiY3RnBGNvbG8DZ3ExBHBvcwMxBHZ0aWQDBHNlYwNwYWdpbmF0aW9u?p=betsy+devos&fr=huffpost&fr2=sb-top&b=41&pz=10&bct=0&xargs=0","Betsy DeVos Comes Clean: A Fiction","Betsy DeVos Comes Clean: A Fiction","https://search.huffpost.com/click/_ylt=Awr9CWvAqatdyVcAF9FsBmVH;_ylu=X3oDMTByNWU4cGh1BGNvbG8DZ3ExBHBvcwMxBHZ0aWQDBHNlYwNzYw--/RV=2/RE=1571560001/RO=10/RU=https%3a%2f%2fwww.huffpost.com%2fentry%2fbetsy-devos-comes-clean-a-fiction_b_59ed3292e4b092f9f241935c/RK=2/RS=SN33CMXp42LkweCnSXq7zHfvlX4-","null","","10/22/2017 08:16 pm ET","Anyone outside of the .1% does not stand a chance against us individually; we can bulldoze such outsiders easily via our vast financial resources."
"1571531237-11721","https://search.huffpost.com/search;_ylt=AwrgDdoJqatdzBkA0RxsBmVH;_ylc=X1MDMTE5NzgwMzExNgRfcgMyBGZyA2h1ZmZwb3N0BGdwcmlkAzZtcElzMHF4U3F1a1BJZ0hvUUVBVkEEbl9yc2x0AzAEbl9zdWdnAzEwBG9yaWdpbgNzZWFyY2guaHVmZnBvc3QuY29tBHBvcwMwBHBxc3RyAwRwcXN0cmwDMARxc3RybAMxMQRxdWVyeQNiZXRzeSUyMGRldm9zBHRfc3RtcAMxNTcxNTMxMTkx?p=betsy+devos&fr2=sb-top&fr=huffpost","4","https://search.huffpost.com/search;_ylt=Awr9BN29qatdd28AsDpsBmVH;_ylu=X3oDMTEza3NiY3RnBGNvbG8DZ3ExBHBvcwMxBHZ0aWQDBHNlYwNwYWdpbmF0aW9u?p=betsy+devos&fr=huffpost&fr2=sb-top&b=31&pz=10&bct=0&xargs=0","Betsy DeVos Comes Clean: A Fiction","Betsy DeVos Comes Clean: A Fiction","https://search.huffpost.com/click/_ylt=Awr9IlvfqatdqjMAw69sBmVH;_ylu=X3oDMTByNWU4cGh1BGNvbG8DZ3ExBHBvcwMxBHZ0aWQDBHNlYwNzYw--/RV=2/RE=1571560031/RO=10/RU=https%3a%2f%2fwww.huffpost.com%2fentry%2fbetsy-devos-comes-clean-a-fiction_b_59ed3292e4b092f9f241935c/RK=2/RS=EiTANaXK4GsF42nXG8lPBvTyaHY-","null","","10/22/2017 08:16 pm ET","Once the money hits the private sector, it becomes easier to funnel upward, and as that money makes its sure way into the bank accounts of corporate America, the power of the .1% is strengthened regardless of the state of the American economy, with you people increasingly dependent upon us."
"1571531248-11792","https://search.huffpost.com/search;_ylt=AwrgDdoJqatdzBkA0RxsBmVH;_ylc=X1MDMTE5NzgwMzExNgRfcgMyBGZyA2h1ZmZwb3N0BGdwcmlkAzZtcElzMHF4U3F1a1BJZ0hvUUVBVkEEbl9yc2x0AzAEbl9zdWdnAzEwBG9yaWdpbgNzZWFyY2guaHVmZnBvc3QuY29tBHBvcwMwBHBxc3RyAwRwcXN0cmwDMARxc3RybAMxMQRxdWVyeQNiZXRzeSUyMGRldm9zBHRfc3RtcAMxNTcxNTMxMTkx?p=betsy+devos&fr2=sb-top&fr=huffpost","4","https://search.huffpost.com/search;_ylt=Awr9BN29qatdd28AsDpsBmVH;_ylu=X3oDMTEza3NiY3RnBGNvbG8DZ3ExBHBvcwMxBHZ0aWQDBHNlYwNwYWdpbmF0aW9u?p=betsy+devos&fr=huffpost&fr2=sb-top&b=31&pz=10&bct=0&xargs=0","DeVos Stands With Scoundrels, Not Students","DeVos Stands With Scoundrels, Not Students","https://search.huffpost.com/click/_ylt=Awr9IlvfqatdqjMAua9sBmVH;_ylu=X3oDMTByNWU4cGh1BGNvbG8DZ3ExBHBvcwMxBHZ0aWQDBHNlYwNzYw--/RV=2/RE=1571560031/RO=10/RU=https%3a%2f%2fwww.huffpost.com%2fentry%2fdevos-stands-with-scoundrels-not-students_b_5a08d3cce4b0f1dc729a6c34/RK=2/RS=9nzrb0Azq_er8VWW._jp1IJlyes-","The department will be on the wrong side of history, the wrong side of justice and the wrong side of our people.","","11/13/2017 05:27 pm ET","This proceeding is blocking a regulation that was carefully considered and carefully crafted to protect students and taxpayers from predatory college abuses. What the department now is doing is a bad idea, and I have submitted public comments explaining why I believe that."
"1571531310-12101","https://search.huffpost.com/search;_ylt=AwrgDdoJqatdzBkA0RxsBmVH;_ylc=X1MDMTE5NzgwMzExNgRfcgMyBGZyA2h1ZmZwb3N0BGdwcmlkAzZtcElzMHF4U3F1a1BJZ0hvUUVBVkEEbl9yc2x0AzAEbl9zdWdnAzEwBG9yaWdpbgNzZWFyY2guaHVmZnBvc3QuY29tBHBvcwMwBHBxc3RyAwRwcXN0cmwDMARxc3RybAMxMQRxdWVyeQNiZXRzeSUyMGRldm9zBHRfc3RtcAMxNTcxNTMxMTkx?p=betsy+devos&fr2=sb-top&fr=huffpost","2","https://search.huffpost.com/search;_ylt=Awr9BN29qatdd28ArjpsBmVH;_ylu=X3oDMTEza3NiY3RnBGNvbG8DZ3ExBHBvcwMxBHZ0aWQDBHNlYwNwYWdpbmF0aW9u?p=betsy+devos&fr=huffpost&fr2=sb-top&b=11&pz=10&bct=0&xargs=0","Betsy DeVos’ New Title IX Guidelines Prioritize Schools Over Sexual Assault Survivors","Betsy DeVos' New Title IX Guidelines Prioritize Schools Over Sexual Assault Survivors","https://search.huffpost.com/click/_ylt=Awr9DuMPqqtdDjYAgYpsBmVH;_ylu=X3oDMTByNWU4cGh1BGNvbG8DZ3ExBHBvcwMxBHZ0aWQDBHNlYwNzYw--/RV=2/RE=1571560079/RO=10/RU=https%3a%2f%2fwww.huffpost.com%2fentry%2fbesty-devos-new-title-ix-guidelines-prioritize-schools-over-sexual-assault-survivors_n_5beede5fe4b0510a1f3037cf/RK=2/RS=vvvUgMhGxd1y4k6dwx0v2M8ZDWc-","The Education Department just proposed guidelines to the civil rights law that would drastically change the way schools handle sexual misconduct.","","11/16/2018 01:29 pm ET","“Would it make sense for Larry Nassar not to be held accountable if he only abused student athletes at off-campus events? It’s absurd,” Sejal Singh, policy coordinator for Know Your IX, said to HuffPost in August."
