web-scraper-order,web-scraper-start-url,articles,articles-href,title,subtitle,author,content,date
"1570864977-4910","https://www.foxnews.com/politics","Notre Dame, University of Michigan, Belmont University to host 2020 presidential debates","https://www.foxnews.com/politics/2020-presidential-debate-schedule-vice-presidential-debate-schedule","Notre Dame, University of Michigan, Belmont University to host 2020 presidential debates","Notre Dame, University of Michigan, Belmont University to host 2020 presidential debates","","BULLOCK, LONG-SHOT 2020 DEM, INSISTS NOMINATION 'WON'T BE DECIDED BY DEBATES'","11 hours ago"
"1570864752-4574","https://www.foxnews.com/politics","Biden's full-throated attack on Trump seen as double-edged sword","https://www.foxnews.com/politics/biden-trump-impeachment-attack-double-edged-sword","Biden's full-throated attack on Trump seen as double-edged sword","Biden's full-throated attack on Trump seen as double-edged sword","","Hunter Biden served on the board of a Ukrainian energy company while his father was vice president. Trump and fellow Republicans have questioned how Biden pushed in 2016 for the dismissal of a Ukrainian prosecutor who was looking into corruption at the company. The prosecutor – who had faced widespread accusations of overlooking corruption in his own office – later was dismissed.","20 hours ago"
"1570864877-4779","https://www.foxnews.com/politics","Bullock, long-shot 2020 Dem, insists nomination ‘won’t be decided by the debates’","https://www.foxnews.com/politics/lower-tier-2020-dems-argue-nomination-wont-be-decided-by-the-debates","Bullock, long-shot 2020 Dem, insists nomination ‘won’t be decided by the debates’","Bullock, long-shot 2020 Dem, insists nomination ‘won’t be decided by the debates’","","“I think the support for the leaders in the race is very, very soft, maybe as soft as it’s ever been at this stage of the race,” he predicted.","14 hours ago"
"1570864780-4646","https://www.foxnews.com/politics","Trump called former Ukraine diplomat 'bad news' ... and now she's set to testify","https://www.foxnews.com/politics/drama-swirls-ahead-of-dems-planned-interview-with-ukraine-diplomat","Trump called former Ukraine diplomat 'bad news' ... and now she's set to testify","Trump called former Ukraine diplomat 'bad news' ... and now she's set to testify","","Yovanovitch, 60, was raised in a household that helped prepare her for a career in international relations.","1 day ago"
"1570864517-4245","https://www.foxnews.com/politics","Providing health insurance to illegal immigrants could cost up to $23 billion a year, study finds","https://www.foxnews.com/politics/providing-health-insurance-to-illegal-immigrants","Providing health insurance to illegal immigrants could cost up to $23 billion a year, study finds","Providing health insurance to illegal immigrants could cost up to $23 billion a year, study finds","","In the span of just a few months, the idea of providing health care to illegal immigrants has morphed from a fringe, left-wing fancy to a plank of many 2020 Democrats' presidential campaigns -- but it’s a proposal that one study predicts would cost American taxpayers tens of billions of dollars a year.","1 day ago"
"1570864630-4396","https://www.foxnews.com/politics","Liz Cheney, others in GOP spearhead bid to sanction Turkey for Syria invasion","https://www.foxnews.com/politics/liz-cheney-others-in-gop-spearhead-bid-to-sanction-turkey-for-syria-invasion","Liz Cheney, others in GOP spearhead bid to sanction Turkey for Syria invasion","Liz Cheney, others in GOP spearhead bid to sanction Turkey for Syria invasion","","“President Erdogan’s assault on our Kurdish allies is reckless and reprehensible. The Kurds sacrificed 10,000 of their own men and women combatting ISIS, and we cannot allow Turkey, a NATO partner, to attack them without repercussions,” said co-sponsor Adam Kinzinger, R.-Ill.","1 day ago"
"1570864799-4679","https://www.foxnews.com/politics","Trump protesters torch MAGA hats, throw objects at police outside Minneapolis rally","https://video.foxnews.com/v/6094029869001/","Trump protesters torch MAGA hats, throw objects at police outside Minneapolis rally","Trump protesters torch MAGA hats, throw objects at police outside Minneapolis rally","","","null"
"1570864997-4941","https://www.foxnews.com/politics","California adopts nation's broadest gun seizure laws","https://www.foxnews.com/politics/california-expands-gun-seizure-law","California adopts nation's broadest gun seizure laws","California adopts nation's broadest gun seizure laws","","This law expands the current legislation that applies to handguns, and it will prevent people under 21 from purchasing semi-automatic rifles and other similar firearms.","10 hours ago"
"1570864721-4517","https://www.foxnews.com/politics","Trump belittles Bidens with graphic language at Minneapolis rally, as chaos unfolds outside arena","https://www.foxnews.com/politics/trump-minneapolis-minnesota-rally-impeachment-push-security-costs-ilhan-omar","Trump belittles Bidens with graphic language at Minneapolis rally, as chaos unfolds outside arena","Trump belittles Bidens with graphic language at Minneapolis rally, as chaos unfolds outside arena","","Frey stood by the security-cost estimate, saying a Trump political rally would bring ""significant expenses"" not associated with Obama's 2009 event, which was aimed at building support for health-care reform.","1 day ago"
"1570864547-4308","https://www.foxnews.com/politics","Giuliani associates arrested while trying to board international flight with one-way tickets, prosecutors say","https://www.foxnews.com/politics/prosecutors-giuliani-associates-arrested-while-trying-to-board-international-flight-with-one-way-tickets","Giuliani associates arrested while trying to board international flight with one-way tickets, prosecutors say","Giuliani associates arrested while trying to board international flight with one-way tickets, prosecutors say","","Giuliani told Fox News that he represents Parnas and Fruman on a separate matter and called the timing of their arrest and indictment ""suspect."" He added that he ""will reveal relevant facts very very shortly.""","1 day ago"
"1570864787-4673","https://www.foxnews.com/politics","Beto threatens tax-exempt status of churches if they don't support gay marriage","https://www.foxnews.com/politics/beto-church-of-tax-exempt-status-gay-marriage","Beto threatens tax-exempt status of churches if they don't support gay marriage","Beto threatens tax-exempt status of churches if they don't support gay marriage","","CLICK HERE FOR THE ALL-NEW FOXBUSINESS.COM","18 hours ago"
"1570864547-4299","https://www.foxnews.com/politics","Giuliani associates arrested while trying to board international flight with one-way tickets, prosecutors say","https://www.foxnews.com/politics/prosecutors-giuliani-associates-arrested-while-trying-to-board-international-flight-with-one-way-tickets","Giuliani associates arrested while trying to board international flight with one-way tickets, prosecutors say","Giuliani associates arrested while trying to board international flight with one-way tickets, prosecutors say","","Parnas and Fruman were featured in a photo alongside the president's son, Donald Trump Jr., at a table apparently at the Beverly Hills Polo Lounge. The photo was posted on Parnas' Facebook page on May 21, 2018.","1 day ago"
"1570864568-4318","https://www.foxnews.com/politics","GOP House Intel panel member tells Pelosi to release Volker transcript, slams 'secret hearings'","https://www.foxnews.com/politics/gop-congressman-to-pelosi-volker-leaks-contradict-testimony-and-its-time-to-end-secret-proceedings","GOP House Intel panel member tells Pelosi to release Volker transcript, slams 'secret hearings'","GOP House Intel panel member tells Pelosi to release Volker transcript, slams 'secret hearings'","","Rep. Mike Turner, R-Ohio, implored House Speaker Nancy Pelosi, D-Calif., to halt what he called “secret” impeachment proceedings against President Trump Thursday, saying: ""The American public deserves to see this impeachment firsthand for themselves, not just what you, your colleagues, and your staff anonymously leak about it.""","1 day ago"
"1570864900-4795","https://www.foxnews.com/politics","Pompeo calls foul on NBA's China treatment","https://www.foxnews.com/politics/pompeo-nba-china-usa-uighur-muslims","Pompeo calls foul on NBA's China treatment","Pompeo calls foul on NBA's China treatment","","The NBA made the decision independent of the Chinese government, ESPN reported.","13 hours ago"
"1570864780-4649","https://www.foxnews.com/politics","Trump called former Ukraine diplomat 'bad news' ... and now she's set to testify","https://www.foxnews.com/politics/drama-swirls-ahead-of-dems-planned-interview-with-ukraine-diplomat","Trump called former Ukraine diplomat 'bad news' ... and now she's set to testify","Trump called former Ukraine diplomat 'bad news' ... and now she's set to testify","","Yovanovitch attended Princeton, where she majored in history and Russian studies. She joined the Foreign Service six years later, working as deputy director of the Russian desk before being posted to Canada, Russia, Great Britain and Somalia.","1 day ago"
"1570864688-4450","https://www.foxnews.com/politics","Minneapolis police union boss hits back at mayor ahead of Trump rally","https://www.foxnews.com/politics/minneapolis-police-union-boss-hits-back-at-mayor-during-rally","Minneapolis police union boss hits back at mayor ahead of Trump rally","Minneapolis police union boss hits back at mayor ahead of Trump rally","","MINNEAPOLIS POLICE BAR OFF-DUTY COPS FROM WEARING UNIFORMS AT POLITICAL EVENTS AHEAD OF TRUMP RALLY","1 day ago"
"1570864959-4876","https://www.foxnews.com/politics","2020 Dems aren’t going far enough to address California homeless crisis, advocates claim","https://www.foxnews.com/politics/democracy-2020-dems-debate-ca-homelessness-crisis","2020 Dems aren’t going far enough to address California homeless crisis, advocates claim","2020 Dems aren’t going far enough to address California homeless crisis, advocates claim","","But for those who study the issue of homelessness, they say the problem should be coming up more in candidate rhetoric and dialogue as they campaign. It’s not so much to just have a job to maintain housing, they say, because rent prices have become so unsustainable.","11 hours ago"
"1570864768-4602","https://www.foxnews.com/politics","Adam Schiff's 2020 Republican challenger vows to propel 'the viper into retirement'","https://www.foxnews.com/politics/eric-early-adam-schiffs-2020-republican-challenger","Adam Schiff's 2020 Republican challenger vows to propel 'the viper into retirement'","Adam Schiff's 2020 Republican challenger vows to propel 'the viper into retirement'","","He’s an unabashedly proud, MAGA hat-toting attorney in the left-leaning throngs of Los Angeles. And he has high hopes of removing Rep. Adam Schiff from his seat in California’s 28th congressional district in 2020.","18 hours ago"
"1570864780-4656","https://www.foxnews.com/politics","Trump called former Ukraine diplomat 'bad news' ... and now she's set to testify","https://www.foxnews.com/politics/drama-swirls-ahead-of-dems-planned-interview-with-ukraine-diplomat","Trump called former Ukraine diplomat 'bad news' ... and now she's set to testify","Trump called former Ukraine diplomat 'bad news' ... and now she's set to testify","","But critics, led by Giuliani, accused her of working to undermine Trump's interests. ""The embassy in Ukraine was a 'Hillary Clinton for president' office. And they were looking to dig up dirt on President Trump,"" Giuliani said. ""There was a lot more collusion with Ukraine than in Russia, where there doesn't appear to be any. They were trying to bring Trump down.""","1 day ago"
"1570865129-5139","https://www.foxnews.com/politics","Pro-life group promises legal aid to those hurt by California's college 'abortion pill' law","https://www.foxnews.com/politics/california-newsom-abortion-pill-college-campus-students-for-life-america-lawsuit","Pro-life group promises legal aid to those hurt by California's college 'abortion pill' law","Pro-life group promises legal aid to those hurt by California's college 'abortion pill' law","","Newsom, upon signing the bill, pointed to several Republican-led states, including Georgia, Kentucky and Mississippi, that have passed laws banning abortions at around six weeks into pregnancy once a fetal heartbeat is detected.","1 hour ago"
"1570864496-4218","https://www.foxnews.com/politics","Newly declassified court documents reveal FBI FISA violations in targeting Americans","https://www.foxnews.com/politics/newly-declassified-court-documents-reveal-fbi-fisa-violations-in-targeting-americans","Newly declassified court documents reveal FBI FISA violations in targeting Americans","Newly declassified court documents reveal FBI FISA violations in targeting Americans","","“Because the FBI's proposed procedures do not require it to keep records that ‘indicate whether terms are United States person query terms,’ the FISC held that these procedures do not comply with Section 702(f)(l)(B),” said the decision from the Foreign Intelligence Surveillance Court of Review (FISC-R), which heard the appeal.","1 day ago"
"1570864915-4818","https://www.foxnews.com/politics","Rep. Brad Wenstrup on removal of Yovanovitch: Not out of the ordinary for a president to replace an ambassador","https://video.foxnews.com/v/6094132950001/","Rep. Brad Wenstrup on removal of Yovanovitch: Not out of the ordinary for a president to replace an ambassador","Rep. Brad Wenstrup on removal of Yovanovitch: Not out of the ordinary for a president to replace an ambassador","","","null"
"1570864665-4431","https://www.foxnews.com/politics","GOP lawmaker requests FEC watchdog investigate chair's 'political' statements","https://www.foxnews.com/politics/gop-lawmaker-request-fec-watchdog-investigate-partisan-behavior-of-agency-chair","GOP lawmaker requests FEC watchdog investigate chair's 'political' statements","GOP lawmaker requests FEC watchdog investigate chair's 'political' statements","","In a February 2017 statement issued on FEC letterhead, Weintraub requested the president show evidence of ""alleged voter fraud in New Hampshire,"" a reference to Trump’s claim that illegal voting had cost him the state's four electoral votes in the 2016 presidential election. In a March follow-up letter, Weintraub reiterated that request.","1 day ago"
"1570864576-4343","https://www.foxnews.com/politics","Ted Cruz commends Taiwan's stand against 'communist oppression' as China censorship controversies rage","https://www.foxnews.com/politics/ted-cruz-taiwan-china-communist-oppression-censorship","Ted Cruz commends Taiwan's stand against 'communist oppression' as China censorship controversies rage","Ted Cruz commends Taiwan's stand against 'communist oppression' as China censorship controversies rage","","TAIWAN PRESIDENT REJECTS CHINA'S OFFER OF 'ONE COUNTRY, TWO SYSTEMS'","1 day ago"
"1570864826-4709","https://www.foxnews.com/politics","Federal appeals court rules against Trump in battle over tax returns","https://www.foxnews.com/politics/federal-appeals-court-rules-against-trump-in-battle-over-tax-returns","Federal appeals court rules against Trump in battle over tax returns","Federal appeals court rules against Trump in battle over tax returns","","The administrative stay will only be in place while the court reviews the case, and it's unclear how that will resolve. U.S. District Court Judge Victor Marrero earlier Monday was unsparing toward the president's legal team as he dismissed Trump’s lawsuit seeking to block the subpoena.","16 hours ago"
"1570865088-5073","https://www.foxnews.com/politics","Federal judge pauses opioid lawsuits against Purdue Pharma, Sackler family","https://www.foxnews.com/politics/federal-judge-pauses-opioid-lawsuits-against-purdue-pharma-sacker-family","Federal judge pauses opioid lawsuits against Purdue Pharma, Sackler family","Federal judge pauses opioid lawsuits against Purdue Pharma, Sackler family","","Under the terms of the tentative settlement, the Sacklers would pay $3 billion to plaintiffs over seven years and would have to sell Mundipharma, their British pharmaceutical company and give up ownership of Purdue. Nearly two dozens state and hundreds of local municipalities have signed on.","5 hours ago"
"1570864877-4770","https://www.foxnews.com/politics","Bullock, long-shot 2020 Dem, insists nomination ‘won’t be decided by the debates’","https://www.foxnews.com/politics/lower-tier-2020-dems-argue-nomination-wont-be-decided-by-the-debates","Bullock, long-shot 2020 Dem, insists nomination ‘won’t be decided by the debates’","Bullock, long-shot 2020 Dem, insists nomination ‘won’t be decided by the debates’","","A slightly more diplomatic Bullock said on Thursday that “the DNC was well-intentioned but I don’t think the best example is for campaigns to be spending $50 or $60 to get each individual donor…. I don’t think that’s the best way to pick a candidate or nominee.”","14 hours ago"
"1570865080-5058","https://www.foxnews.com/politics","Trump announces acting Homeland Security Secretary McAleenan to leave post","https://www.foxnews.com/politics/trump-announces-acting-homeland-security-secretary-mcaleenan-to-leave-post","Trump announces acting Homeland Security Secretary McAleenan to leave post","Trump announces acting Homeland Security Secretary McAleenan to leave post","","""I was going to challenge them on how we could talk and start a dialogue about how to fix it,"" McAleenan said. ""But, apparently [I] didn't get that opportunity.""","7 hours ago"
"1570864727-4534","https://www.foxnews.com/politics","Trump protest in Minneapolis erupts in pepper spray, MAGA hat fires","https://www.foxnews.com/politics/trump-minneapolis-protest-impeachment-maga-hats-fire","Trump protest in Minneapolis erupts in pepper spray, MAGA hat fires","Trump protest in Minneapolis erupts in pepper spray, MAGA hat fires","","Trump arrived in Minnesota as polls show Americans' support rising for impeachment. Democrats claim he used his office to pressure Ukraine into investigating the Bidens for his political gain. Trump insists that he was just making sure the country was doing its part to weed out corruption.","1 day ago"
"1570864780-4638","https://www.foxnews.com/politics","Trump called former Ukraine diplomat 'bad news' ... and now she's set to testify","https://www.foxnews.com/politics/drama-swirls-ahead-of-dems-planned-interview-with-ukraine-diplomat","Trump called former Ukraine diplomat 'bad news' ... and now she's set to testify","Trump called former Ukraine diplomat 'bad news' ... and now she's set to testify","","Biden has acknowledged that in spring 2016, when he was vice president and spearheading the Obama administration's Ukraine policy, he successfully pressured Ukraine to fire top prosecutor Viktor Shokin. At the time, Shokin was investigating Burisma Holdings — where Hunter had a lucrative role on the board despite limited relevant expertise. The vice president threatened to withhold $1 billion in critical U.S. aid if Shokin, who was widely accused of corruption, was not fired.","1 day ago"
"1570864900-4793","https://www.foxnews.com/politics","Pompeo calls foul on NBA's China treatment","https://www.foxnews.com/politics/pompeo-nba-china-usa-uighur-muslims","Pompeo calls foul on NBA's China treatment","Pompeo calls foul on NBA's China treatment","","The league announced Friday it will not hold any media availability for the rest of its Chinese jaunt, a day after Beijing prohibited any kind of news conference before or after a preseason exhibition game between the Los Angeles Lakers and the Brooklyn Nets.","13 hours ago"
"1570864768-4601","https://www.foxnews.com/politics","Adam Schiff's 2020 Republican challenger vows to propel 'the viper into retirement'","https://www.foxnews.com/politics/eric-early-adam-schiffs-2020-republican-challenger","Adam Schiff's 2020 Republican challenger vows to propel 'the viper into retirement'","Adam Schiff's 2020 Republican challenger vows to propel 'the viper into retirement'","Hollie McKay","","18 hours ago"
"1570864787-4672","https://www.foxnews.com/politics","Beto threatens tax-exempt status of churches if they don't support gay marriage","https://www.foxnews.com/politics/beto-church-of-tax-exempt-status-gay-marriage","Beto threatens tax-exempt status of churches if they don't support gay marriage","Beto threatens tax-exempt status of churches if they don't support gay marriage","","Luke Goodrich, vice president and senior counsel at Becket, a religious liberty law firm, called it ""blatantly unconstitutional,"" adding ""it's also foolish because those groups provide billions of dollars in essential social services to their communities. Churches and ministries should be allowed to hold centuries-old beliefs without fear of government retribution.""","18 hours ago"
"1570864768-4612","https://www.foxnews.com/politics","Adam Schiff's 2020 Republican challenger vows to propel 'the viper into retirement'","https://www.foxnews.com/politics/eric-early-adam-schiffs-2020-republican-challenger","Adam Schiff's 2020 Republican challenger vows to propel 'the viper into retirement'","Adam Schiff's 2020 Republican challenger vows to propel 'the viper into retirement'","","REP. ILHAN OMAR FACES CHALLENGE FROM CHRIS KELLEY, A CELEBRATED IRAQ WAR VETERAN","18 hours ago"
"1570864506-4241","https://www.foxnews.com/politics","DIA employee accused of leaks remains in custody ahead of arraignment","https://www.foxnews.com/politics/dia-employee-accused-of-leaks-pleads-not-guilty-at-arraignment","DIA employee accused of leaks remains in custody ahead of arraignment","DIA employee accused of leaks remains in custody ahead of arraignment","","""If you leak info, you will be prosecuted,"" he said.","1 day ago"
"1570865051-5020","https://www.foxnews.com/politics","Ex-GOP congressman says he'll donate contributions from arrested Giuliani associates","https://www.foxnews.com/politics/pete-sessions-lev-parnas-igor-fruman-contributions-donated","Ex-GOP congressman says he'll donate contributions from arrested Giuliani associates","Ex-GOP congressman says he'll donate contributions from arrested Giuliani associates","","Fox News' Ronn Blitzer contributed to this report.","7 hours ago"
"1570865121-5099","https://www.foxnews.com/politics","Trump blasts 'bulls--- impeachment' at Louisiana rally, says Nancy Pelosi 'hates the United States'","https://www.foxnews.com/politics/trump-rally-lake-charles-louisiana-nancy-pelosi-eddie-rispone-ralph-abraham-john-bel-edwards","Trump blasts 'bulls--- impeachment' at Louisiana rally, says Nancy Pelosi 'hates the United States'","Trump blasts 'bulls--- impeachment' at Louisiana rally, says Nancy Pelosi 'hates the United States'","","The president decried the ""rage-filled Democrat Party that has gone completely insane"" accusing them of waging a ""nonstop battle"" to ""overthrow"" his presidency.","6 hours ago"
"1570864997-4930","https://www.foxnews.com/politics","California adopts nation's broadest gun seizure laws","https://www.foxnews.com/politics/california-expands-gun-seizure-law","California adopts nation's broadest gun seizure laws","California adopts nation's broadest gun seizure laws","","Between 1993 and 2017, the latest available, there was a 62 percent decline in the gun murder rate in California, nearly double the 34 percent nationally, Newsom said.","10 hours ago"
"1570864696-4473","https://www.foxnews.com/politics","NYC council member launches Democratic primary challenge to Ocasio-Cortez","https://www.foxnews.com/politics/alexandria-ocasio-cortez-fernando-cabrera-democratic-primary","NYC council member launches Democratic primary challenge to Ocasio-Cortez","NYC council member launches Democratic primary challenge to Ocasio-Cortez","","CLICK HERE TO GET THE FOX NEWS APP","1 day ago"
"1570865029-4972","https://www.foxnews.com/politics","Nancy Pelosi says Trump's rally comments about Biden 'beyond the pale,' rips Senate Republicans' 'cowardice' on impeachment inquiry","https://www.foxnews.com/politics/nancy-pelosi-says-trump-rally-comments-about-biden-beyond-the-pale-rips-senate-republicans-cowardice-on-impeachment-inquiry","Nancy Pelosi says Trump's rally comments about Biden 'beyond the pale,' rips Senate Republicans' 'cowardice' on impeachment inquiry","Nancy Pelosi says Trump's rally comments about Biden 'beyond the pale,' rips Senate Republicans' 'cowardice' on impeachment inquiry","","“One thing, I do want to say is that, POTUS – you know, that’s the President – POTUS has become a potty mouth and children are listening,” Pelosi said.","8 hours ago"
"1570864780-4630","https://www.foxnews.com/politics","Trump called former Ukraine diplomat 'bad news' ... and now she's set to testify","https://www.foxnews.com/politics/drama-swirls-ahead-of-dems-planned-interview-with-ukraine-diplomat","Trump called former Ukraine diplomat 'bad news' ... and now she's set to testify","Trump called former Ukraine diplomat 'bad news' ... and now she's set to testify","","HERE'S WHY THE WHITE HOUSE SAYS IT WON'T COMPLY WITH DEMS' IMPEACHMENT INQUIRY","1 day ago"
"1570865080-5048","https://www.foxnews.com/politics","Trump announces acting Homeland Security Secretary McAleenan to leave post","https://www.foxnews.com/politics/trump-announces-acting-homeland-security-secretary-mcaleenan-to-leave-post","Trump announces acting Homeland Security Secretary McAleenan to leave post","Trump announces acting Homeland Security Secretary McAleenan to leave post","","Former Kansas Secretary of State Kris Kobach would likely be Trump's second choice, the official added. While Transportation Security Administration (TSA) Administrator Dave Pekoske is next in line according to succession rules, Miller doesn't think ""he is tough enough,"" the source said.","7 hours ago"
"1570864727-4530","https://www.foxnews.com/politics","Trump protest in Minneapolis erupts in pepper spray, MAGA hat fires","https://www.foxnews.com/politics/trump-minneapolis-protest-impeachment-maga-hats-fire","Trump protest in Minneapolis erupts in pepper spray, MAGA hat fires","Trump protest in Minneapolis erupts in pepper spray, MAGA hat fires","","A reporter for The Washington Post posted a video on Twitter that appeared to show a protester punch a Trump supporter in the back of the head as he left the rally. The crowd can be heard shouting “Nazi scum! Off our streets!” The video shows a Trump supporter being followed by protesters before someone calls out “There’s a Nazi over here,” prompting the attack.","1 day ago"
"1570864587-4364","https://www.foxnews.com/politics","Fox News Poll: Biden and Warren gain ground in Democratic race","https://www.foxnews.com/politics/fox-news-poll-biden-and-warren-gain-ground-in-democratic-race","Fox News Poll: Biden and Warren gain ground in Democratic race","Fox News Poll: Biden and Warren gain ground in Democratic race","","“If Warren continues to poll as strongly against Trump as the former vice president, it makes it increasingly difficult for the Biden team to keep making the argument he is the most electable candidate,” says Democratic pollster Chris Anderson, who conducts the Fox News Poll with Republican Daron Shaw.","1 day ago"
"1570865029-4988","https://www.foxnews.com/politics","Nancy Pelosi says Trump's rally comments about Biden 'beyond the pale,' rips Senate Republicans' 'cowardice' on impeachment inquiry","https://www.foxnews.com/politics/nancy-pelosi-says-trump-rally-comments-about-biden-beyond-the-pale-rips-senate-republicans-cowardice-on-impeachment-inquiry","Nancy Pelosi says Trump's rally comments about Biden 'beyond the pale,' rips Senate Republicans' 'cowardice' on impeachment inquiry","Nancy Pelosi says Trump's rally comments about Biden 'beyond the pale,' rips Senate Republicans' 'cowardice' on impeachment inquiry","","Pelosi’s remarks came after the White House outlined in a defiant eight-page letter to the House Speaker and top Democrats on Tuesday why it will not participate in their “illegitimate and unconstitutional” impeachment inquiry, charging that the proceedings have run roughshod over congressional norms and the president's due-process rights.","8 hours ago"
"1570864752-4575","https://www.foxnews.com/politics","Biden's full-throated attack on Trump seen as double-edged sword","https://www.foxnews.com/politics/biden-trump-impeachment-attack-double-edged-sword","Biden's full-throated attack on Trump seen as double-edged sword","Biden's full-throated attack on Trump seen as double-edged sword","","Biden, defending his actions in Ukraine, said, “there’s no truth to [Trump's] charges and attacks against me and my son. Zero.”","20 hours ago"
"1570865029-4984","https://www.foxnews.com/politics","Nancy Pelosi says Trump's rally comments about Biden 'beyond the pale,' rips Senate Republicans' 'cowardice' on impeachment inquiry","https://www.foxnews.com/politics/nancy-pelosi-says-trump-rally-comments-about-biden-beyond-the-pale-rips-senate-republicans-cowardice-on-impeachment-inquiry","Nancy Pelosi says Trump's rally comments about Biden 'beyond the pale,' rips Senate Republicans' 'cowardice' on impeachment inquiry","Nancy Pelosi says Trump's rally comments about Biden 'beyond the pale,' rips Senate Republicans' 'cowardice' on impeachment inquiry","","WHISTLEBLOWER ATTORNEY ADMITS CLIENT HAD CONTACT WITH PRESIDENTIAL CANDIDATES, AS LAWYER'S ANTI-TRUMP BIAS SURFACES","8 hours ago"
"1570864727-4527","https://www.foxnews.com/politics","Trump protest in Minneapolis erupts in pepper spray, MAGA hat fires","https://www.foxnews.com/politics/trump-minneapolis-protest-impeachment-maga-hats-fire","Trump protest in Minneapolis erupts in pepper spray, MAGA hat fires","Trump protest in Minneapolis erupts in pepper spray, MAGA hat fires","","There were reports that multiple protesters were arrested. One report indicated that protesters threw urine.","1 day ago"
"1570864959-4887","https://www.foxnews.com/politics","2020 Dems aren’t going far enough to address California homeless crisis, advocates claim","https://www.foxnews.com/politics/democracy-2020-dems-debate-ca-homelessness-crisis","2020 Dems aren’t going far enough to address California homeless crisis, advocates claim","2020 Dems aren’t going far enough to address California homeless crisis, advocates claim","","President Trump, on the other hand, has spoken about the issue on Twitter and at his rallies numerous times, largely in irreverent tones.","11 hours ago"
"1570864531-4281","https://www.foxnews.com/politics","Joe Biden jabs at 2020 rival Elizabeth Warren: We're not electing a planner","https://video.foxnews.com/v/6093819920001/","Joe Biden jabs at 2020 rival Elizabeth Warren: We're not electing a planner","Joe Biden jabs at 2020 rival Elizabeth Warren: We're not electing a planner","","","null"
"1570864673-4444","https://www.foxnews.com/politics","Trump says he wants 'Where's Hunter?' t-shirts made while mocking Hunter Biden","https://video.foxnews.com/v/6093884232001/","Trump says he wants 'Where's Hunter?' t-shirts made while mocking Hunter Biden","Trump says he wants 'Where's Hunter?' t-shirts made while mocking Hunter Biden","","","null"
"1570864658-4422","https://www.foxnews.com/politics","House Dems subpoena Energy Secretary Rick Perry for Ukraine docs in impeachment inquiry","https://www.foxnews.com/politics/democrats-subpoena-rick-perry-ukraine-impeachment-inquiry","House Dems subpoena Energy Secretary Rick Perry for Ukraine docs in impeachment inquiry","House Dems subpoena Energy Secretary Rick Perry for Ukraine docs in impeachment inquiry","","Perry denied ever mentioning the Bidens during discussions with Ukrainian officials or the president. On Friday he told the Christian Broadcasting Network in an exclusive interview that his dealings in Ukraine were part of the United States' effort to clean up corruption there.","1 day ago"
"1570864721-4488","https://www.foxnews.com/politics","Trump belittles Bidens with graphic language at Minneapolis rally, as chaos unfolds outside arena","https://www.foxnews.com/politics/trump-minneapolis-minnesota-rally-impeachment-push-security-costs-ilhan-omar","Trump belittles Bidens with graphic language at Minneapolis rally, as chaos unfolds outside arena","Trump belittles Bidens with graphic language at Minneapolis rally, as chaos unfolds outside arena","","The rally, Trump's first since the House moved toward impeachment over his handling of a July phone call with Ukraine's president, was in a state Trump nearly won in 2016 and has talked frequently of capturing in 2020. But, it took place in a traditionally liberal city and the home turf of a frequent foil, Rep. Ilhan Omar.","1 day ago"
"1570865121-5125","https://www.foxnews.com/politics","Trump blasts 'bulls--- impeachment' at Louisiana rally, says Nancy Pelosi 'hates the United States'","https://www.foxnews.com/politics/trump-rally-lake-charles-louisiana-nancy-pelosi-eddie-rispone-ralph-abraham-john-bel-edwards","Trump blasts 'bulls--- impeachment' at Louisiana rally, says Nancy Pelosi 'hates the United States'","Trump blasts 'bulls--- impeachment' at Louisiana rally, says Nancy Pelosi 'hates the United States'","","The Associated Press contributed to this report.","6 hours ago"
"1570865004-4964","https://www.foxnews.com/politics","California governor signs measure requiring universities to provide abortion meds","https://www.foxnews.com/politics/california-governor-signs-measure-requiring-universities-to-provide-abortion-meds","California governor signs measure requiring universities to provide abortion meds","California governor signs measure requiring universities to provide abortion meds","","The Associated Press contributed to this report.","9 hours ago"
"1570864810-4692","https://www.foxnews.com/politics","Minnesota Democrat chair accuses Trump of bringing hate to communities across the country","https://video.foxnews.com/v/6094041751001/","Minnesota Democrat chair accuses Trump of bringing hate to communities across the country","Minnesota Democrat chair accuses Trump of bringing hate to communities across the country","","","null"
"1570864877-4774","https://www.foxnews.com/politics","Bullock, long-shot 2020 Dem, insists nomination ‘won’t be decided by the debates’","https://www.foxnews.com/politics/lower-tier-2020-dems-argue-nomination-wont-be-decided-by-the-debates","Bullock, long-shot 2020 Dem, insists nomination ‘won’t be decided by the debates’","Bullock, long-shot 2020 Dem, insists nomination ‘won’t be decided by the debates’","","The congresswoman from Hawaii accused the DNC and its national media debate partners of “rigging” the primary battle against many of the lower-tier candidates and political outsiders running for the nomination.","14 hours ago"
