web-scraper-order,web-scraper-start-url,article,article-href,title,subtitle,author,content,date
"1570838860-2492","https://www.nytimes.com/section/politics","ImageSupport for Impeachment Has Grown but Also SlowedMany of the voters who back an inquiry have not reached the same conclusion on removal.By Nate Cohn","https://www.nytimes.com/2019/10/11/upshot/impeachment-trump-polling.html","Support for Impeachment Has Grown but Also Slowed","Many of the voters who back an inquiry have not reached the same conclusion on removal.","Nate Cohn","It’s hard to say what level of political support for impeachment might begin to change the political calculus for members of Congress. There are very few precedents for impeachment, and the factual merits of the case against the president could be just as important as the politics.","Oct. 11, 2019"
"1570838874-2596","https://www.nytimes.com/section/politics","ImageA Spice Company Spent $92,000 on Pro-Impeachment Facebook Ads in a WeekA Wisconsin-based purveyor of pepper, paprika and poppy seeds spent more on impeachment-related Facebook ads than any entity besides President Trump.By Jacey Fortin","https://www.nytimes.com/2019/10/11/business/penzeys-spices-impeach-ads.html","A Spice Company Spent $92,000 on Pro-Impeachment Facebook Ads in a Week","A Wisconsin-based purveyor of pepper, paprika and poppy seeds spent more on impeachment-related Facebook ads than any entity besides President Trump.","Jacey Fortin","By those parameters, Penzeys beat out every other ad buyer in the country, save its commander in chief. The spice company topped Tom Steyer, the billionaire Democratic presidential candidate; Senator Mitch McConnell, the Republican majority leader; the Democratic Governors Association; and the National Republican Senatorial Committee.","Oct. 11, 2019"
"1570838880-2634","https://www.nytimes.com/section/politics","ImageThose Foreign Business Ties? The Trump Sons Have Plenty TooThe Trumps have criticized Hunter Biden for doing business overseas while his father was vice president. Last month, the Trumps won approval in Scotland to build 500 homes.By Eric Lipton, Steve Eder and Ben Protess","https://www.nytimes.com/2019/10/11/us/politics/donald-trump-jr-eric-trump-business.html","Those Foreign Business Ties? The Trump Sons Have Plenty Too","null","Eric Lipton","Republicans, led by the president, have sought to make Hunter Biden’s international business dealings an issue in the impeachment debate in Washington. But the high-profile attack roles being played by Mr. Trump’s eldest sons have now thrust their own business dealings into the spotlight too.","Oct. 11, 2019, 7:33 p.m. ET"
"1570838851-2416","https://www.nytimes.com/section/politics","ImageTrump Reaches ‘Phase 1’ Deal With China and Delays Planned TariffsPresident Trump said he had reached an agreement with China to walk back tensions in the trade war as he met with a top Chinese envoy FridayBy Ana Swanson","https://www.nytimes.com/2019/10/11/business/economy/us-china-trade-deal.html","Trump Reaches ‘Phase 1’ Deal With China and Delays Planned Tariffs","null","Ana Swanson","Mr. Trump and his advisers also did not mention any progress in areas that the American business community has identified as critical to its ability to compete with Chinese companies — including China’s subsidization of industries, the role of the government in the economy and the country’s restrictions on transfers of data across its borders.","Oct. 11, 2019"
"1570838851-2407","https://www.nytimes.com/section/politics","ImageTrump Reaches ‘Phase 1’ Deal With China and Delays Planned TariffsPresident Trump said he had reached an agreement with China to walk back tensions in the trade war as he met with a top Chinese envoy FridayBy Ana Swanson","https://www.nytimes.com/2019/10/11/business/economy/us-china-trade-deal.html","Trump Reaches ‘Phase 1’ Deal With China and Delays Planned Tariffs","null","Ana Swanson","Trade experts in China were quick to welcome the deal as a breakthrough.","Oct. 11, 2019"
"1570838866-2523","https://www.nytimes.com/section/politics","ImageWhite House Threatens Turkey With Crippling SanctionsThe warning comes after Turkey launched military operations against the American military’s Kurdish allies in Syria.By Alan Rappeport and David E. Sanger","https://www.nytimes.com/2019/10/11/us/politics/turkey-sanctions-syria-kurds-trump.html","White House Threatens Turkey With Crippling Sanctions","null","Alan Rappeport","The executive order will give Treasury the authority to impose secondary sanctions against anyone engaging in “knowing and significant transactions” with designated individuals and entities of Turkey’s government.","Oct. 11, 2019"
"1570838846-2337","https://www.nytimes.com/section/politics","ImageAlexandria Ocasio-Cortez and the Political Cost of HairWhy are we so obsessed?By Vanessa Friedman","https://www.nytimes.com/2019/10/11/style/alexandria-ocasio-cortez-hair-cost.html","Alexandria Ocasio-Cortez and the Political Cost of Hair","Why are we so obsessed?","Vanessa Friedman","It’s not just an American obsession. In 2016, François Hollande, then the president of France, came under fire for a reported $10,000 a month styling bill, which was seen as inappropriate for a socialist (it even got its own hashtag: #Coiffuregate).","Oct. 11, 2019"
"1570838880-2635","https://www.nytimes.com/section/politics","ImageThose Foreign Business Ties? The Trump Sons Have Plenty TooThe Trumps have criticized Hunter Biden for doing business overseas while his father was vice president. Last month, the Trumps won approval in Scotland to build 500 homes.By Eric Lipton, Steve Eder and Ben Protess","https://www.nytimes.com/2019/10/11/us/politics/donald-trump-jr-eric-trump-business.html","Those Foreign Business Ties? The Trump Sons Have Plenty Too","null","Eric Lipton","Both sons have operated and promoted the Trump family business overseas during their father’s presidency, even as he retains ownership. And while the Trump and Biden father-son relationships differ in many ways, the business dealings have set up a simple parallel.","Oct. 11, 2019, 7:33 p.m. ET"
"1570838874-2593","https://www.nytimes.com/section/politics","ImageA Spice Company Spent $92,000 on Pro-Impeachment Facebook Ads in a WeekA Wisconsin-based purveyor of pepper, paprika and poppy seeds spent more on impeachment-related Facebook ads than any entity besides President Trump.By Jacey Fortin","https://www.nytimes.com/2019/10/11/business/penzeys-spices-impeach-ads.html","A Spice Company Spent $92,000 on Pro-Impeachment Facebook Ads in a Week","A Wisconsin-based purveyor of pepper, paprika and poppy seeds spent more on impeachment-related Facebook ads than any entity besides President Trump.","Jacey Fortin","When he shared the news with his wife, “she burst out laughing,” he said. “A sort of, ‘What have you done this time?’ kind of laugh.”","Oct. 11, 2019"
"1570838870-2549","https://www.nytimes.com/section/politics","ImageDemocrats’ Bolder Stand on Labor Reflects Nation’s Ideological ShiftAmbitious moves to shift power to workers are being embraced by several presidential candidates.By Noam Scheiber","https://www.nytimes.com/2019/10/11/business/economy/democratic-candidates-labor-unions.html","Democrats’ Bolder Stand on Labor Reflects Nation’s Ideological Shift","null","Noam Scheiber","When Bernie Sanders ran for president in 2016, his campaign was strikingly pro-labor. He proposed a $15-an-hour minimum wage, which was much further than most mainstream Democrats, including Hillary Clinton, were willing to go. He denounced a trans-Pacific trade deal that was anathema to many unions. He endorsed an organizing method, known as card check, that would allow workers to unionize without holding a secret-ballot election.","Oct. 11, 2019, 3:43 p.m. ET"
"1570838870-2554","https://www.nytimes.com/section/politics","ImageDemocrats’ Bolder Stand on Labor Reflects Nation’s Ideological ShiftAmbitious moves to shift power to workers are being embraced by several presidential candidates.By Noam Scheiber","https://www.nytimes.com/2019/10/11/business/economy/democratic-candidates-labor-unions.html","Democrats’ Bolder Stand on Labor Reflects Nation’s Ideological Shift","null","Noam Scheiber","Under a sectoral bargaining system, unions or worker groups would have to show support from a certain share of workers in order to begin negotiating on their behalf — for example, by getting 15 or 20 percent of workers in an industry to sign cards. At that point, a federal agency like the Labor Department would convene the bargaining, with employer groups on one side and the worker groups on the other. The agency would review any resulting agreement, which, once approved, would become binding on all employers in the industry.","Oct. 11, 2019, 3:43 p.m. ET"
"1570838862-2504","https://www.nytimes.com/section/politics","Image2020 Presidential Debate Schedule Announced for General ElectionThe presidential debates will be held in Indiana, Michigan and Tennessee, and a vice-presidential debate will be held in Utah.By Shane Goldmacher","https://www.nytimes.com/2019/10/11/us/politics/when-are-the-2020-presidential-debates.html","2020 Presidential Debate Schedule Announced for General Election","The presidential debates will be held in Indiana, Michigan and Tennessee, and a vice-presidential debate will be held in Utah.","Shane Goldmacher","The lone vice-presidential debate is scheduled for Oct. 7 at the University of Utah in Salt Lake City.","Oct. 11, 2019"
"1570838874-2605","https://www.nytimes.com/section/politics","ImageA Spice Company Spent $92,000 on Pro-Impeachment Facebook Ads in a WeekA Wisconsin-based purveyor of pepper, paprika and poppy seeds spent more on impeachment-related Facebook ads than any entity besides President Trump.By Jacey Fortin","https://www.nytimes.com/2019/10/11/business/penzeys-spices-impeach-ads.html","A Spice Company Spent $92,000 on Pro-Impeachment Facebook Ads in a Week","A Wisconsin-based purveyor of pepper, paprika and poppy seeds spent more on impeachment-related Facebook ads than any entity besides President Trump.","Jacey Fortin","Penzeys may use “season liberally” as a trademarked slogan, but its outspokenness is not just a reaction to the president.","Oct. 11, 2019"
"1570838872-2583","https://www.nytimes.com/section/politics","ImageTrump and China Have a ‘Phase One Deal.’ The World Economy Is Still at Risk.A perpetual state of aggression on trade has been a drag on business decision-making, especially in manufacturing.By Neil Irwin","https://www.nytimes.com/2019/10/11/upshot/trade-deal-trump-china.html","Trump and China Have a ‘Phase One Deal.’ The World Economy Is Still at Risk.","A perpetual state of aggression on trade has been a drag on business decision-making, especially in manufacturing.","Neil Irwin","“Markets may respond, but that doesn’t mean that firms will,” said Emily Blanchard, a trade economist at Dartmouth’s Tuck School of Business. “It’s firms’ decisions that matter for the economy.”","Oct. 11, 2019"
"1570838880-2629","https://www.nytimes.com/section/politics","ImageThose Foreign Business Ties? The Trump Sons Have Plenty TooThe Trumps have criticized Hunter Biden for doing business overseas while his father was vice president. Last month, the Trumps won approval in Scotland to build 500 homes.By Eric Lipton, Steve Eder and Ben Protess","https://www.nytimes.com/2019/10/11/us/politics/donald-trump-jr-eric-trump-business.html","Those Foreign Business Ties? The Trump Sons Have Plenty Too","null","Eric Lipton","“I’m here as a businessman,” Mr. Trump told the gathering in New Delhi. “I’m not representing anyone.”","Oct. 11, 2019, 7:33 p.m. ET"
"1570838855-2456","https://www.nytimes.com/section/politics","ImageCongress Can Seek Trump’s Financial Records, Appeals Court RulesThe ruling, by a three-judge panel, handed a victory to House Democrats whose efforts to obtain the documents have been stonewalled by the White House.By Charlie Savage","https://www.nytimes.com/2019/10/11/us/politics/mazars-trump-tax-returns.html","Congress Can Seek Trump’s Financial Records, Appeals Court Rules","null","Charlie Savage","Judge Rao disagreed. Lawyers for the House, led by their counsel Douglas Letter, had relied only on the House’s normal oversight powers in support of the subpoena, she noted, arguing that permitting lawmakers to pursue such information without an impeachment inquiry would make it too easy to harass the presidency.","Oct. 11, 2019"
"1570838841-2313","https://www.nytimes.com/section/politics","ImageWhy Populist Democrats Have Gained the Upper Hand in the 2020 RaceAs next week’s debate looms, polls and donor contributions suggest a party seeking candidates who will push the boundaries, while moderates argue they can beat President Trump.By Alexander Burns","https://www.nytimes.com/2019/10/11/us/politics/2020-democrats-primary-polls.html","Why Populist Democrats Have Gained the Upper Hand in the 2020 Race","null","Alexander Burns","For Ms. Warren, meanwhile, the debate may help reveal whether she can consolidate her gains across the Democratic Party. On Wednesday, she campaigned in South Carolina, where she has so far struggled to gain traction with the African-American voters who largely decide the primary there. To cement her status as a front-runner, she may have to win over a range of constituencies torn between their interest in her ideas and a more cautious political calculus that draws them to Mr. Biden.","null"
"1570838848-2352","https://www.nytimes.com/section/politics","ImageThe Democrats Worth Staying Up Past Bedtime ForFor the way-too-young-to-vote crowd, 2020 events are still a draw.By Reid J. Epstein","https://www.nytimes.com/2019/10/11/us/politics/2020-candidates-children.html","The Democrats Worth Staying Up Past Bedtime For","For the way-too-young-to-vote crowd, 2020 events are still a draw.","Reid J. Epstein","For now, the leaders appear to be Ms. Warren and former Vice President Joseph R. Biden Jr., who have both taken steps to cater to the children and parents who come see them. It’s one more subtle measure of their stature in race that is steadily narrowing from the largest primary field in history to just a handful of viable contenders.","Oct. 11, 2019"
"1570838868-2529","https://www.nytimes.com/section/politics","ImageBotched Medical Procedures May Have Led to Death of U.S. SoldierStaff Sgt. Alex Conrad, 26, died from wounds he received during a militant attack on a small outpost in Somalia.By Thomas Gibbons-Neff","https://www.nytimes.com/2019/10/11/world/africa/soldier-death-somalia.html","Botched Medical Procedures May Have Led to Death of U.S. Soldier","Staff Sgt. Alex Conrad, 26, died from wounds he received during a militant attack on a small outpost in Somalia.","Thomas Gibbons-Neff","The investigation’s documents also highlight the disparity in resources between different countries overseen by the American military command in Africa. Failures from the Oct. 4, 2017, ambush in Niger that left four American soldiers and five Nigeriens dead pointed to a lack of medical evacuation support, overhead surveillance and intelligence about their enemy.","Oct. 11, 2019, 2:26 p.m. ET"
"1570838841-2305","https://www.nytimes.com/section/politics","ImageWhy Populist Democrats Have Gained the Upper Hand in the 2020 RaceAs next week’s debate looms, polls and donor contributions suggest a party seeking candidates who will push the boundaries, while moderates argue they can beat President Trump.By Alexander Burns","https://www.nytimes.com/2019/10/11/us/politics/2020-democrats-primary-polls.html","Why Populist Democrats Have Gained the Upper Hand in the 2020 Race","null","Alexander Burns","Mr. Biden remains a strong contender for the nomination, largely because of the support he collects from African-American voters. But he has struggled for months to articulate a clear vision for the future and has relied heavily on Democratic nostalgia for the Obama administration. In recent weeks, he has been consumed in a grisly political clash with President Trump.","null"
"1570838848-2361","https://www.nytimes.com/section/politics","ImageThe Democrats Worth Staying Up Past Bedtime ForFor the way-too-young-to-vote crowd, 2020 events are still a draw.By Reid J. Epstein","https://www.nytimes.com/2019/10/11/us/politics/2020-candidates-children.html","The Democrats Worth Staying Up Past Bedtime For","For the way-too-young-to-vote crowd, 2020 events are still a draw.","Reid J. Epstein","“When you know that there’s something historic about your campaign, you feel a level of responsibility that goes with that,” Mr. Buttigieg said aboard his Iowa campaign bus last month. “It certainly adds a level of motivation when people come up to you, sometimes with tears in their eyes, just letting you know what the fact of your campaign means to them.”","Oct. 11, 2019"
"1570838870-2553","https://www.nytimes.com/section/politics","ImageDemocrats’ Bolder Stand on Labor Reflects Nation’s Ideological ShiftAmbitious moves to shift power to workers are being embraced by several presidential candidates.By Noam Scheiber","https://www.nytimes.com/2019/10/11/business/economy/democratic-candidates-labor-unions.html","Democrats’ Bolder Stand on Labor Reflects Nation’s Ideological Shift","null","Noam Scheiber","Perhaps the most ambitious proposal is an idea known as sectoral bargaining, in which workers would bargain with employers on an industrywide basis rather than employer by employer. Sectoral bargaining, which is common in Europe, would make it possible to increase wages and benefits for millions of workers in relatively short order, even for those who aren’t union members. It would also give employers an incentive to create better-paying jobs because doing so would no longer bestow a major cost advantage on competitors.","Oct. 11, 2019, 3:43 p.m. ET"
"1570838860-2485","https://www.nytimes.com/section/politics","ImageSupport for Impeachment Has Grown but Also SlowedMany of the voters who back an inquiry have not reached the same conclusion on removal.By Nate Cohn","https://www.nytimes.com/2019/10/11/upshot/impeachment-trump-polling.html","Support for Impeachment Has Grown but Also Slowed","Many of the voters who back an inquiry have not reached the same conclusion on removal.","Nate Cohn","Public support for impeaching President Trump — and also for removing him from office — surged after Nancy Pelosi announced the House impeachment inquiry more than two weeks ago.","Oct. 11, 2019"
"1570838874-2600","https://www.nytimes.com/section/politics","ImageA Spice Company Spent $92,000 on Pro-Impeachment Facebook Ads in a WeekA Wisconsin-based purveyor of pepper, paprika and poppy seeds spent more on impeachment-related Facebook ads than any entity besides President Trump.By Jacey Fortin","https://www.nytimes.com/2019/10/11/business/penzeys-spices-impeach-ads.html","A Spice Company Spent $92,000 on Pro-Impeachment Facebook Ads in a Week","A Wisconsin-based purveyor of pepper, paprika and poppy seeds spent more on impeachment-related Facebook ads than any entity besides President Trump.","Jacey Fortin","But Mr. Penzey has been politically outspoken for a while, and that’s no secret to his customers. Followers of the chain’s Facebook page regularly see long messages criticizing the latest Trump administration news, with spice-related content sprinkled in.","Oct. 11, 2019"
"1570838860-2493","https://www.nytimes.com/section/politics","ImageSupport for Impeachment Has Grown but Also SlowedMany of the voters who back an inquiry have not reached the same conclusion on removal.By Nate Cohn","https://www.nytimes.com/2019/10/11/upshot/impeachment-trump-polling.html","Support for Impeachment Has Grown but Also Slowed","Many of the voters who back an inquiry have not reached the same conclusion on removal.","Nate Cohn","But it’s safe to say that the current political environment will not do much to pressure Republicans. Since the Pelosi announcement, the president’s approval rating has slumped to 42.8 percent from 44.3 percent among likely or registered voters, according to FiveThirtyEight. But this merely brings his ratings back to where they were on Sept. 10, and well within the normal range for the president since the end of the government shutdown in January.","Oct. 11, 2019"
"1570838858-2482","https://www.nytimes.com/section/politics","ImagePoll watchDemocrats Will Hope for a ‘Bump’ at Next Week’s Debate. What’s It Worth?In a crowded field, experts agree, debates can result in a momentary spike in support for second-tier candidates — but it rarely lasts.By Giovanni Russonello","https://www.nytimes.com/2019/10/11/us/politics/latest-democratic-polls.html","Democrats Will Hope for a ‘Bump’ at Next Week’s Debate. What’s It Worth?","In a crowded field, experts agree, debates can result in a momentary spike in support for second-tier candidates — but it rarely lasts.","Giovanni Russonello","It may not be until the general election that the debate stage once again assumes prime importance.","Oct. 11, 2019, 11:46 a.m. ET"
"1570838874-2591","https://www.nytimes.com/section/politics","ImageA Spice Company Spent $92,000 on Pro-Impeachment Facebook Ads in a WeekA Wisconsin-based purveyor of pepper, paprika and poppy seeds spent more on impeachment-related Facebook ads than any entity besides President Trump.By Jacey Fortin","https://www.nytimes.com/2019/10/11/business/penzeys-spices-impeach-ads.html","A Spice Company Spent $92,000 on Pro-Impeachment Facebook Ads in a Week","A Wisconsin-based purveyor of pepper, paprika and poppy seeds spent more on impeachment-related Facebook ads than any entity besides President Trump.","Jacey Fortin","(That was eclipsed by Mr. Trump and his campaign, which spent more than $700,000.)","Oct. 11, 2019"
"1570838846-2336","https://www.nytimes.com/section/politics","ImageAlexandria Ocasio-Cortez and the Political Cost of HairWhy are we so obsessed?By Vanessa Friedman","https://www.nytimes.com/2019/10/11/style/alexandria-ocasio-cortez-hair-cost.html","Alexandria Ocasio-Cortez and the Political Cost of Hair","Why are we so obsessed?","Vanessa Friedman","John Edwards, of course, became something of a poster boy for follicular faux pas during the 2007 presidential campaign when it was revealed he had indulged in two haircuts totaling approximately $800 at a time when he was attempting to sell himself as a champion for working class Americans.","Oct. 11, 2019"
"1570838868-2535","https://www.nytimes.com/section/politics","ImageBotched Medical Procedures May Have Led to Death of U.S. SoldierStaff Sgt. Alex Conrad, 26, died from wounds he received during a militant attack on a small outpost in Somalia.By Thomas Gibbons-Neff","https://www.nytimes.com/2019/10/11/world/africa/soldier-death-somalia.html","Botched Medical Procedures May Have Led to Death of U.S. Soldier","Staff Sgt. Alex Conrad, 26, died from wounds he received during a militant attack on a small outpost in Somalia.","Thomas Gibbons-Neff","Three of the wounded Americans, including Sergeant Conrad, were loaded onto one of the Pave Hawks, where those aboard began their own assessment. One of the pararescue team members started using a bag valve mask to push air into a newly inserted tube that was placed in the same incision made by the Green Beret’s medic. The Air Force medic noted that “the compression of the bag valve mask had become more difficult.”","Oct. 11, 2019, 2:26 p.m. ET"
"1570838860-2486","https://www.nytimes.com/section/politics","ImageSupport for Impeachment Has Grown but Also SlowedMany of the voters who back an inquiry have not reached the same conclusion on removal.By Nate Cohn","https://www.nytimes.com/2019/10/11/upshot/impeachment-trump-polling.html","Support for Impeachment Has Grown but Also Slowed","Many of the voters who back an inquiry have not reached the same conclusion on removal.","Nate Cohn","For now, that support hasn’t reached the point where one might expect Republican members of Congress to feel substantial political pressure to turn on the president. And while Democrats hope support for impeachment has room for growth, there is not yet conclusive evidence that it’s still increasing.","Oct. 11, 2019"
"1570838880-2640","https://www.nytimes.com/section/politics","ImageThose Foreign Business Ties? The Trump Sons Have Plenty TooThe Trumps have criticized Hunter Biden for doing business overseas while his father was vice president. Last month, the Trumps won approval in Scotland to build 500 homes.By Eric Lipton, Steve Eder and Ben Protess","https://www.nytimes.com/2019/10/11/us/politics/donald-trump-jr-eric-trump-business.html","Those Foreign Business Ties? The Trump Sons Have Plenty Too","null","Eric Lipton","Mr. Biden’s campaign declined to comment on Friday. But in a tweet, the former vice president once again suggested that the attacks on his son were part of a political smear campaign. “Let me make something clear to President Trump: I’m not going anywhere,” he wrote. “You’re not going to destroy me. And you’re not going to destroy my family. I don’t care how dirty the attacks get.”","Oct. 11, 2019, 7:33 p.m. ET"
"1570838880-2659","https://www.nytimes.com/section/politics","ImageThose Foreign Business Ties? The Trump Sons Have Plenty TooThe Trumps have criticized Hunter Biden for doing business overseas while his father was vice president. Last month, the Trumps won approval in Scotland to build 500 homes.By Eric Lipton, Steve Eder and Ben Protess","https://www.nytimes.com/2019/10/11/us/politics/donald-trump-jr-eric-trump-business.html","Those Foreign Business Ties? The Trump Sons Have Plenty Too","null","Eric Lipton","“My father was one of the most famous businessmen on earth and he sacrificed billions to be our president,” he said. “Joe Biden was an incredibly influential politician — his family made millions.”","Oct. 11, 2019, 7:33 p.m. ET"
"1570838846-2342","https://www.nytimes.com/section/politics","ImageAlexandria Ocasio-Cortez and the Political Cost of HairWhy are we so obsessed?By Vanessa Friedman","https://www.nytimes.com/2019/10/11/style/alexandria-ocasio-cortez-hair-cost.html","Alexandria Ocasio-Cortez and the Political Cost of Hair","Why are we so obsessed?","Vanessa Friedman","It is visible, accessible, gender-freighted. It has associations with sex, punishment, class and power. It is probably not happenstance that the United States has not elected a bald president since Dwight D. Eisenhower left office in 1961.","Oct. 11, 2019"
"1570838841-2320","https://www.nytimes.com/section/politics","ImageWhy Populist Democrats Have Gained the Upper Hand in the 2020 RaceAs next week’s debate looms, polls and donor contributions suggest a party seeking candidates who will push the boundaries, while moderates argue they can beat President Trump.By Alexander Burns","https://www.nytimes.com/2019/10/11/us/politics/2020-democrats-primary-polls.html","Why Populist Democrats Have Gained the Upper Hand in the 2020 Race","null","Alexander Burns","“It has become kind of a proxy for: How are these candidates going to do when they stand up next to Trump?” Mr. Baldassare said. “I think this will be Elizabeth Warren’s moment now, because if she is in the mix for front-runner, people are going to be testing her and seeing: How does she do? How does she do when she has to be on defense?”","null"
"1570838846-2331","https://www.nytimes.com/section/politics","ImageAlexandria Ocasio-Cortez and the Political Cost of HairWhy are we so obsessed?By Vanessa Friedman","https://www.nytimes.com/2019/10/11/style/alexandria-ocasio-cortez-hair-cost.html","Alexandria Ocasio-Cortez and the Political Cost of Hair","Why are we so obsessed?","Vanessa Friedman","Ms. Ocasio-Cortez herself tweeted out a statement, saying that Vice President Mike Pence “used *taxpayer funds* — not personal ones — to spend several thousand haircuts’ worth of public money on a visit to Trump golf courses.”","Oct. 11, 2019"
"1570838841-2300","https://www.nytimes.com/section/politics","ImageWhy Populist Democrats Have Gained the Upper Hand in the 2020 RaceAs next week’s debate looms, polls and donor contributions suggest a party seeking candidates who will push the boundaries, while moderates argue they can beat President Trump.By Alexander Burns","https://www.nytimes.com/2019/10/11/us/politics/2020-democrats-primary-polls.html","Why Populist Democrats Have Gained the Upper Hand in the 2020 Race","null","Alexander Burns","If Tuesday’s debate could break in any number of directions, what may be resolved is the overall mood of Democratic primary voters, and whether they are more inclined to seek a politically cautious nominee who promises to restore normalcy in Washington, or a more confrontational standard-bearer with an ambitious and disruptive reform agenda. It is candidates in the latter category who now control the bulk of the financial might in the race, and are best positioned in most of the early primary states.","null"
"1570838877-2609","https://www.nytimes.com/section/politics","ImageTrump Orders Troops and Weapons to Saudi Arabia in Message of Deterrence to IranThe announcement came five days after Mr. Trump said his desire to end America’s “endless wars” led him to pull back troops from the Syria-Turkey border.By Eric Schmitt and David E. Sanger","https://www.nytimes.com/2019/10/11/world/middleeast/trump-saudi-arabia-iran-troops.html","Trump Orders Troops and Weapons to Saudi Arabia in Message of Deterrence to Iran","null","Eric Schmitt","WASHINGTON — The United States is sending about 3,000 additional troops to Saudi Arabia in the latest military response by the Trump administration after it accused Iran of attacks last month on Saudi oil facilities, the Pentagon said on Friday.","Oct. 11, 2019"
"1570838872-2586","https://www.nytimes.com/section/politics","ImageTrump and China Have a ‘Phase One Deal.’ The World Economy Is Still at Risk.A perpetual state of aggression on trade has been a drag on business decision-making, especially in manufacturing.By Neil Irwin","https://www.nytimes.com/2019/10/11/upshot/trade-deal-trump-china.html","Trump and China Have a ‘Phase One Deal.’ The World Economy Is Still at Risk.","A perpetual state of aggression on trade has been a drag on business decision-making, especially in manufacturing.","Neil Irwin","He noted a twist: The agreement on currency policy that is a key part of the new deal was part of a previous truce that then fell apart during a period of re-escalation.","Oct. 11, 2019"
"1570838877-2617","https://www.nytimes.com/section/politics","ImageTrump Orders Troops and Weapons to Saudi Arabia in Message of Deterrence to IranThe announcement came five days after Mr. Trump said his desire to end America’s “endless wars” led him to pull back troops from the Syria-Turkey border.By Eric Schmitt and David E. Sanger","https://www.nytimes.com/2019/10/11/world/middleeast/trump-saudi-arabia-iran-troops.html","Trump Orders Troops and Weapons to Saudi Arabia in Message of Deterrence to Iran","null","Eric Schmitt","In response to Iranian attacks and provocations since May, Mr. Esper said the Pentagon has deployed about 14,000 additional forces to the gulf region. That includes airborne early warning aircraft, maritime patrol planes, Patriot air and missile defense batteries, B-52 bombers, a carrier strike group, armed Reaper drones and other engineering and support personnel.","Oct. 11, 2019"
"1570838851-2397","https://www.nytimes.com/section/politics","ImageTrump Reaches ‘Phase 1’ Deal With China and Delays Planned TariffsPresident Trump said he had reached an agreement with China to walk back tensions in the trade war as he met with a top Chinese envoy FridayBy Ana Swanson","https://www.nytimes.com/2019/10/11/business/economy/us-china-trade-deal.html","Trump Reaches ‘Phase 1’ Deal With China and Delays Planned Tariffs","null","Ana Swanson","The deal is far from the type of comprehensive agreement Mr. Trump has been pushing for, and it leaves some of the administration’s biggest concerns about China’s economic practices unresolved. Although exact terms are still under discussion, the details the president announced include some of the concessions that China has previously floated, including purchases of agricultural products and limits on Beijing devaluing its currency to gain a competitive advantage.","Oct. 11, 2019"
"1570838848-2378","https://www.nytimes.com/section/politics","ImageThe Democrats Worth Staying Up Past Bedtime ForFor the way-too-young-to-vote crowd, 2020 events are still a draw.By Reid J. Epstein","https://www.nytimes.com/2019/10/11/us/politics/2020-candidates-children.html","The Democrats Worth Staying Up Past Bedtime For","For the way-too-young-to-vote crowd, 2020 events are still a draw.","Reid J. Epstein","“We love her ideas about change and the two cents,” Samara said. “People out there are dying of hunger.”","Oct. 11, 2019"
"1570838851-2400","https://www.nytimes.com/section/politics","ImageTrump Reaches ‘Phase 1’ Deal With China and Delays Planned TariffsPresident Trump said he had reached an agreement with China to walk back tensions in the trade war as he met with a top Chinese envoy FridayBy Ana Swanson","https://www.nytimes.com/2019/10/11/business/economy/us-china-trade-deal.html","Trump Reaches ‘Phase 1’ Deal With China and Delays Planned Tariffs","null","Ana Swanson","The S&P 500 rose 1.1 percent. The technology-heavy Nasdaq composite index rose 1.3 percent. The Russell 2000 index of small capitalization stocks, typically viewed as closely tied to the health of the American domestic economy, rose 1.8 percent.","Oct. 11, 2019"
"1570838868-2530","https://www.nytimes.com/section/politics","ImageBotched Medical Procedures May Have Led to Death of U.S. SoldierStaff Sgt. Alex Conrad, 26, died from wounds he received during a militant attack on a small outpost in Somalia.By Thomas Gibbons-Neff","https://www.nytimes.com/2019/10/11/world/africa/soldier-death-somalia.html","Botched Medical Procedures May Have Led to Death of U.S. Soldier","Staff Sgt. Alex Conrad, 26, died from wounds he received during a militant attack on a small outpost in Somalia.","Thomas Gibbons-Neff","But despite the influx of resources in Somalia, where troops there had medical helicopters minutes away and drones orbiting above them, the Shabaab militants still managed to organize a rapid and deadly attack that killed Sergeant Conrad before they quickly disappeared back into the underbrush without detection.","Oct. 11, 2019, 2:26 p.m. ET"
"1570838880-2630","https://www.nytimes.com/section/politics","ImageThose Foreign Business Ties? The Trump Sons Have Plenty TooThe Trumps have criticized Hunter Biden for doing business overseas while his father was vice president. Last month, the Trumps won approval in Scotland to build 500 homes.By Eric Lipton, Steve Eder and Ben Protess","https://www.nytimes.com/2019/10/11/us/politics/donald-trump-jr-eric-trump-business.html","Those Foreign Business Ties? The Trump Sons Have Plenty Too","null","Eric Lipton","But for the children of the politically powerful, personal business and public dealings can often be indistinguishable, especially when private projects depend on foreign governments that are looking to bolster ties with Washington.","Oct. 11, 2019, 7:33 p.m. ET"
