web-scraper-order,web-scraper-start-url,articles,articles-href,title,subtitle,author,date,content
1571004785-308,https://www.nytimes.com/search?query=bernie+sanders,"Sanders Says After Heart Attack: ‘I Should Have Listened to Those Symptoms’Senator Bernie Sanders spoke to reporters about the state of his health in Burlington, Vt., on Tuesday.By The Associated Press",https://www.nytimes.com/video/us/politics/100000006759147/bernie-sanders-health.html?searchResultPosition=20,null,null,Opinion,null,
1571004773-201,https://www.nytimes.com/search?query=bernie+sanders,"Biden on Impeachment, L.G.B.T.Q. Forum: This Week in the 2020 RaceHere are seven things that happened on the presidential campaign trail this week.By Maggie Astor and Matt StevensPRINT EDITIONOctober 13, 2019",https://www.nytimes.com/2019/10/12/us/politics/joe-biden-impeachment-bernie-sanders.html?searchResultPosition=26,"Biden on Impeachment, L.G.B.T.Q. Forum: This Week in the 2020 Race",Here are seven things that happened on the presidential campaign trail this week.,Maggie Astor,"Oct. 12, 2019",
1571004809-603,https://www.nytimes.com/search?query=bernie+sanders,"What Jane Sanders Is Telling Bernie Sanders About His 2020 BidJane Sanders, long an influential force in her husband’s political life, has recently been instrumental in shaping decisions about his health issues, his campaign and the flow of information to the public.By Sydney Ember and Jonathan MartinPRINT EDITION‘She Is His Engine’: What Jane Sanders Is Telling Her Husband About 2020|October 11, 2019, Page A17",https://www.nytimes.com/2019/10/10/us/politics/bernie-sanders-wife-jane.html?searchResultPosition=10,What Jane Sanders Is Telling Bernie Sanders About His 2020 Bid,"Jane Sanders, long an influential force in her husband’s political life, has recently been instrumental in shaping decisions about his health issues, his campaign and the flow of information to the public.",,"Oct. 10, 2019","“I heard it on Thursday,” Ms. Sanders said, referring to her husband’s heart attack. “But frankly, I wasn’t thinking about the campaign.”"
1571004788-337,https://www.nytimes.com/search?query=bernie+sanders,"Bernie Sanders Went to Canada, and a Dream of ‘Medicare for All’ FlourishedThe Vermont senator has staked his presidential campaign, and much of his political legacy, on transforming health care in America. His mother’s illness, and a trip he made to study the Canadian system, help explain why.By Sydney EmberPRINT EDITIONSanders Developed Vision for Health Care on Jaunts to Canada|September 10, 2019, Page A1",https://www.nytimes.com/2019/09/09/us/politics/bernie-sanders-health-care.html?searchResultPosition=19,"Bernie Sanders Went to Canada, and a Dream of ‘Medicare for All’ Flourished",null,,"Sept. 9, 2019","Health care dominated the first two Democratic debates this summer and will most likely be  prominent again during the third debate on Thursday in Houston. Other candidates support “Medicare for all,” but it is Mr. Sanders who has become singularly identified with it — “I wrote the damn bill!’’ he proclaimed in July’s debate."
1571004779-261,https://www.nytimes.com/search?query=bernie+sanders,"Warren and Sanders, and Their Messages of Change, Dominate the Money RaceElizabeth Warren raised nearly as much money as Bernie Sanders over the past three months. They have both shunned wealthy donors, yet they are way ahead of everyone else.By Thomas KaplanPRINT EDITIONWarren Says Donors Gave $24.6 Million In Quarter|October 5, 2019, Page A10",https://www.nytimes.com/2019/10/04/us/politics/elizabeth-warren-fundraising.html?searchResultPosition=23,"Warren and Sanders, and Their Messages of Change, Dominate the Money Race","Elizabeth Warren raised nearly as much money as Bernie Sanders over the past three months. They have both shunned wealthy donors, yet they are way ahead of everyone else.",,"Oct. 4, 2019",Mr. Sanders exceeded Mr. Biden’s total by about $10 million and Ms. Warren exceeded it by more than $9 million — an indicator of the gulf between Mr. Biden and his two progressive rivals in attracting grass-roots support.
1571004788-340,https://www.nytimes.com/search?query=bernie+sanders,"Bernie Sanders Went to Canada, and a Dream of ‘Medicare for All’ FlourishedThe Vermont senator has staked his presidential campaign, and much of his political legacy, on transforming health care in America. His mother’s illness, and a trip he made to study the Canadian system, help explain why.By Sydney EmberPRINT EDITIONSanders Developed Vision for Health Care on Jaunts to Canada|September 10, 2019, Page A1",https://www.nytimes.com/2019/09/09/us/politics/bernie-sanders-health-care.html?searchResultPosition=19,"Bernie Sanders Went to Canada, and a Dream of ‘Medicare for All’ Flourished",null,,"Sept. 9, 2019","“You can’t overstate the impact that Vermont’s proximity to Canada had on Bernie’s thinking about how to approach reforming the American health care system,” said Jeff Weaver, who has worked with Mr. Sanders since the 1980s and remains one of his closest advisers. The pull of Canada remains strong: In July, Mr. Sanders took a bus trip from Detroit to Windsor, Ontario, with diabetes patients to highlight lower drug prices in Canada."
1571004799-498,https://www.nytimes.com/search?query=bernie+sanders,"Young Voters Still ‘Feel the Bern,’ but Not Just for Bernie Sanders AnymoreThe Vermont senator benefited from a wave of enthusiasm from young people in 2016. Many still love him, but not him alone.By Sydney EmberPRINT EDITIONThey Still Love Bernie, But This Time Around He’s Got Competition|September 21, 2019, Page A22",https://www.nytimes.com/2019/09/20/us/politics/bernie-sanders-young-voters.html?searchResultPosition=14,"Young Voters Still ‘Feel the Bern,’ but Not Just for Bernie Sanders Anymore","The Vermont senator benefited from a wave of enthusiasm from young people in 2016. Many still love him, but not him alone.",,"Published Sept. 20, 2019","“I love everything he stands for,” said Asha Loutsch, 18, as she sat with a circle of friends who were waiting for his event at the University of Iowa. “I think he really cares about what he’s trying to say. Like, he’s always getting up in there, you know?”"
1571004764-120,https://www.nytimes.com/search?query=bernie+sanders,"Is Age Only a Number, Even When You’re Running for President?The top three Democratic candidates are 78, 76 and 70 years old and one of them, Bernie Sanders, went to the hospital with chest pain. Voters want experienced leaders, but exactly how much life experience do they want?By Lisa LererPRINT EDITIONAge May Be Just a Number, but Will Chest Pains Give Voters Pause?|October 3, 2019, Page A14",https://www.nytimes.com/2019/10/02/us/politics/bernie-sanders-age-candidates.html?searchResultPosition=29,"Is Age Only a Number, Even When You’re Running for President?","The top three Democratic candidates are 78, 76 and 70 years old and one of them, Bernie Sanders, went to the hospital with chest pain. Voters want experienced leaders, but exactly how much life experience do they want?",,"Oct. 2, 2019","Presidential campaigns always reflect the hopes and fears — or, as political strategists call them, the “kitchen table conversations” — of the voters who cast the ballots. And this year, along with health care costs and college affordability, stagnant wages and immigration, the contest also reflects another issue, one that strikes at the heart of a country where the highest share of the electorate will be older than 65 since at least 1970: How old is too old?"
1571004788-331,https://www.nytimes.com/search?query=bernie+sanders,"Bernie Sanders Went to Canada, and a Dream of ‘Medicare for All’ FlourishedThe Vermont senator has staked his presidential campaign, and much of his political legacy, on transforming health care in America. His mother’s illness, and a trip he made to study the Canadian system, help explain why.By Sydney EmberPRINT EDITIONSanders Developed Vision for Health Care on Jaunts to Canada|September 10, 2019, Page A1",https://www.nytimes.com/2019/09/09/us/politics/bernie-sanders-health-care.html?searchResultPosition=19,"Bernie Sanders Went to Canada, and a Dream of ‘Medicare for All’ Flourished",null,Sydney Ember,"Sept. 9, 2019",
1571004814-666,https://www.nytimes.com/search?query=bernie+sanders,"Bernie Sanders Is Hospitalized, Raising Questions About His CandidacyThe Vermont senator had two stents inserted in an artery after experiencing chest discomfort at an event. His campaign canceled his events and said he would be resting for several days.By Sydney Ember and Jonathan MartinPRINT EDITIONHeart Trouble Pulls Sanders From the Trail|October 3, 2019, Page A1",https://www.nytimes.com/2019/10/02/us/politics/bernie-sanders-health.html?searchResultPosition=8,"Bernie Sanders Is Hospitalized, Raising Questions About His Candidacy",The Vermont senator had two stents inserted in an artery after experiencing chest discomfort at an event. His campaign canceled his events and said he would be resting for several days.,,"Published Oct. 2, 2019",[Have you or your loved ones had experience with stents? We want to hear how it may have affected your life and work. Please share your story in the comments.]
1571004816-708,https://www.nytimes.com/search?query=bernie+sanders,"Bernie Sanders Will Participate in Next Debate, His Campaign SaysThe Vermont senator’s wife said he is in good spirits and should be able to return home by the end of this coming weekend.By Sydney EmberPRINT EDITIONSanders’s Campaign Says He Will Be Ready for Democrats’ Next Debate|October 4, 2019, Page A17",https://www.nytimes.com/2019/10/03/us/politics/bernie-sanders-debate-heart.html?searchResultPosition=7,"Bernie Sanders Will Participate in Next Debate, His Campaign Says",The Vermont senator’s wife said he is in good spirits and should be able to return home by the end of this coming weekend.,,"Oct. 3, 2019","In recent weeks, he has tried to improve his standing in the race by overtly stressing his electability — an attempt to draw a contrast to Mr. Biden and Ms. Warren, who has continued to surge. On Tuesday, the Sanders campaign trumpeted its $25.3 million third-quarter fund-raising haul as it looked to put its summer woes behind it."
1571004804-564,https://www.nytimes.com/search?query=bernie+sanders,"Bernie Sanders Calls for Eliminating Americans’ Medical DebtOn top of his “Medicare for all” proposal, Mr. Sanders’s new plan would wipe out an estimated $81 billion in existing medical debt and ignore such debt in credit scores.By Margot Sanger-Katz and Sydney EmberPRINT EDITIONSanders Proposal Calls for the Elimination of Medical Debt|September 22, 2019, Page A19",https://www.nytimes.com/2019/09/21/us/politics/bernie-medical-debt-healthcare.html?searchResultPosition=12,Bernie Sanders Calls for Eliminating Americans’ Medical Debt,"On top of his “Medicare for all” proposal, Mr. Sanders’s new plan would wipe out an estimated $81 billion in existing medical debt and ignore such debt in credit scores.",,"Sept. 21, 2019",
1571004779-257,https://www.nytimes.com/search?query=bernie+sanders,"Warren and Sanders, and Their Messages of Change, Dominate the Money RaceElizabeth Warren raised nearly as much money as Bernie Sanders over the past three months. They have both shunned wealthy donors, yet they are way ahead of everyone else.By Thomas KaplanPRINT EDITIONWarren Says Donors Gave $24.6 Million In Quarter|October 5, 2019, Page A10",https://www.nytimes.com/2019/10/04/us/politics/elizabeth-warren-fundraising.html?searchResultPosition=23,"Warren and Sanders, and Their Messages of Change, Dominate the Money Race","Elizabeth Warren raised nearly as much money as Bernie Sanders over the past three months. They have both shunned wealthy donors, yet they are way ahead of everyone else.",,"Oct. 4, 2019","More broadly, the fund-raising totals show the collective enthusiasm in the party for progressive candidates pushing messages of sweeping change. And they demonstrate the undeniable power of online donors in the primary. Ms. Warren and Mr. Sanders have sworn off courting wealthy donors and holding elite fund-raising events, while Mr. Biden and Mr. Buttigieg — who raised $15.2 million and $19.1 million in the quarter, according to their campaigns — both pursue money from big donors."
1571004827-817,https://www.nytimes.com/search?query=bernie+sanders,"Bernie Sanders’s Fund-Raising Haul: $25.3 Million in Third QuarterThe large total for his 2020 presidential bid reflected the senator’s continued strength with small-dollar donors.By Sydney EmberPRINT EDITIONOctober 2, 2019",https://www.nytimes.com/2019/10/01/us/politics/bernie-sanders-fundraising.html?searchResultPosition=2,Bernie Sanders’s Fund-Raising Haul: $25.3 Million in Third Quarter,The large total for his 2020 presidential bid reflected the senator’s continued strength with small-dollar donors.,,"Published Oct. 1, 2019","His strategy means he does not have to worry about donors maxing out; his campaign said more than 99.9 percent can give again. But it also poses challenges: Though he has a loyal army of supporters and volunteers, many of them do not donate large amounts of money, meaning he must appeal to a huge pool of donors in order to keep pace with rivals like Mr. Buttigieg, who is willing to collect large sums of money on the traditional big donor fund-raising circuit."
1571004804-547,https://www.nytimes.com/search?query=bernie+sanders,"Bernie Sanders Calls for Eliminating Americans’ Medical DebtOn top of his “Medicare for all” proposal, Mr. Sanders’s new plan would wipe out an estimated $81 billion in existing medical debt and ignore such debt in credit scores.By Margot Sanger-Katz and Sydney EmberPRINT EDITIONSanders Proposal Calls for the Elimination of Medical Debt|September 22, 2019, Page A19",https://www.nytimes.com/2019/09/21/us/politics/bernie-medical-debt-healthcare.html?searchResultPosition=12,Bernie Sanders Calls for Eliminating Americans’ Medical Debt,"On top of his “Medicare for all” proposal, Mr. Sanders’s new plan would wipe out an estimated $81 billion in existing medical debt and ignore such debt in credit scores.",Sydney Ember,"Sept. 21, 2019",
1571004777-233,https://www.nytimes.com/search?query=bernie+sanders,This Is the Strongest Argument Against Medicare for AllA deep-blue state’s failure to enact a single-payer system shows why a national version is unlikely to succeed.By Peter Suderman,https://www.nytimes.com/2019/10/09/opinion/bernie-sanders-single-payer.html?searchResultPosition=24,This Is the Strongest Argument Against Medicare for All,A deep-blue state’s failure to enact a single-payer system shows why a national version is unlikely to succeed.,,null,"Yet despite strong support from the legislature and the governor’s office, not to mention Mr. Sanders himself, the effort failed."
1571004767-162,https://www.nytimes.com/search?query=bernie+sanders,"Sanders Posts Biggest Money Haul of Quarter. Will Warren Top Him?In the last three months, Bernie Sanders raised $25.3 million. Pete Buttigieg raised $19.1 million and Kamala Harris $11.6 million, at a time when donations signal viability.By Shane GoldmacherPRINT EDITIONSanders Posts Biggest Quarter, Adding $25 Million |October 2, 2019, Page A19",https://www.nytimes.com/2019/10/01/us/politics/democrats-q3-fundraising-numbers.html?searchResultPosition=28,Sanders Posts Biggest Money Haul of Quarter. Will Warren Top Him?,"In the last three months, Bernie Sanders raised $25.3 million. Pete Buttigieg raised $19.1 million and Kamala Harris $11.6 million, at a time when donations signal viability.",,"Published Oct. 1, 2019","“Every time someone is a front-runner, they say, ‘Oh my gosh, they’re not ahead in every straw poll, ahead in every state and every fund-raising report,’” Mr. Westly said. “The reality is you want to be in first place, which is where Joe Biden is.”"
1571004790-402,https://www.nytimes.com/search?query=bernie+sanders,"Bernie Sanders, in Las Vegas, Previews Plan for Affordable HousingMr. Sanders invoked his own childhood growing up in a rent-controlled apartment, and contrasted it with the privilege of President Trump.By Sydney EmberPRINT EDITIONSanders Outlines $2.5 Trillion Affordable Housing Plan |September 15, 2019, Page A29",https://www.nytimes.com/2019/09/14/us/politics/bernie-sanders-housing.html?searchResultPosition=18,"Bernie Sanders, in Las Vegas, Previews Plan for Affordable Housing","Mr. Sanders invoked his own childhood growing up in a rent-controlled apartment, and contrasted it with the privilege of President Trump.",,"Published Sept. 14, 2019","“I have no doubt that within five minutes after this speech is made public, my critics will be jumping up and down as is usually the case and they will tell you that the plan that I am releasing is expensive,” he said. “And the truth is it is expensive.”"
1571004818-718,https://www.nytimes.com/search?query=bernie+sanders,"Bernie Sanders Says He Knew of Heart Attack Three Days Before Disclosing It“I think we did it appropriately and did it as quickly as we could,” Mr. Sanders said. “No apologies.”By Maggie Astor and Sydney EmberPRINT EDITIONSanders Defends Delay  In Sharing Health News|October 10, 2019, Page A15",https://www.nytimes.com/2019/10/09/us/politics/bernie-sanders-heart-attack.html?searchResultPosition=6,Bernie Sanders Says He Knew of Heart Attack Three Days Before Disclosing It,"“I think we did it appropriately and did it as quickly as we could,” Mr. Sanders said. “No apologies.”",Sydney Ember,null,
1571004779-266,https://www.nytimes.com/search?query=bernie+sanders,"Warren and Sanders, and Their Messages of Change, Dominate the Money RaceElizabeth Warren raised nearly as much money as Bernie Sanders over the past three months. They have both shunned wealthy donors, yet they are way ahead of everyone else.By Thomas KaplanPRINT EDITIONWarren Says Donors Gave $24.6 Million In Quarter|October 5, 2019, Page A10",https://www.nytimes.com/2019/10/04/us/politics/elizabeth-warren-fundraising.html?searchResultPosition=23,"Warren and Sanders, and Their Messages of Change, Dominate the Money Race","Elizabeth Warren raised nearly as much money as Bernie Sanders over the past three months. They have both shunned wealthy donors, yet they are way ahead of everyone else.",,"Oct. 4, 2019","Ms. Warren and Mr. Sanders “are breaking these old political models in which rich donors can capture and control political parties,” said Stephanie Taylor, a co-founder of the Progressive Change Campaign Committee, which is supporting Ms. Warren. “This is just a really revolutionary, seismic shift in American politics.”"
1571004801-527,https://www.nytimes.com/search?query=bernie+sanders,"Bernie Sanders Proposes a Wealth Tax: ‘I Don’t Think That Billionaires Should Exist’Mr. Sanders is embracing an idea at the center of Elizabeth Warren’s presidential campaign. His proposal goes further in who would be taxed and how much money would be raised.By Thomas KaplanPRINT EDITIONA Candidate Opposed to Billionaires Unveils His Tax Proposal|September 25, 2019, Page A13",https://www.nytimes.com/2019/09/24/us/politics/bernie-sanders-wealth-tax.html?searchResultPosition=13,Bernie Sanders Proposes a Wealth Tax: ‘I Don’t Think That Billionaires Should Exist’,Mr. Sanders is embracing an idea at the center of Elizabeth Warren’s presidential campaign. His proposal goes further in who would be taxed and how much money would be raised.,,"Sept. 24, 2019","“Let me be very clear: As president of the United States, I will reduce the outrageous and grotesque and immoral level of income and wealth inequality,” Mr. Sanders said in an interview. “What we are trying to do is demand and implement a policy which significantly reduces income and wealth inequality in America by telling the wealthiest families in this country they cannot have so much wealth.”"
1571004823-780,https://www.nytimes.com/search?query=bernie+sanders,"How Will Bernie Sanders’s Heart Attack Affect His Campaign?As a leading candidate in an extremely tight race, Mr. Sanders will inevitably face questions about the viability and intensity of his campaign going forward.By Lawrence K. Altman, M.D.PRINT EDITIONScrutiny for a Front-Runner in a Close Race After a Heart Attack|October 8, 2019, Page A13",https://www.nytimes.com/2019/10/07/us/politics/bernie-sanders-heart-attack.html?searchResultPosition=4,How Will Bernie Sanders’s Heart Attack Affect His Campaign?,"As a leading candidate in an extremely tight race, Mr. Sanders will inevitably face questions about the viability and intensity of his campaign going forward.",,"Published Oct. 7, 2019","“The public should have sufficient facts to understand the magnitude of the event and the near- and long-term prognosis for the candidate,” Dr. Reiner said. “Mr. Sanders’s campaign has released too few details to understand the medical impact of the heart attack on his health.” Not all heart attacks, for example, are of the same dimension."
1571004804-554,https://www.nytimes.com/search?query=bernie+sanders,"Bernie Sanders Calls for Eliminating Americans’ Medical DebtOn top of his “Medicare for all” proposal, Mr. Sanders’s new plan would wipe out an estimated $81 billion in existing medical debt and ignore such debt in credit scores.By Margot Sanger-Katz and Sydney EmberPRINT EDITIONSanders Proposal Calls for the Elimination of Medical Debt|September 22, 2019, Page A19",https://www.nytimes.com/2019/09/21/us/politics/bernie-medical-debt-healthcare.html?searchResultPosition=12,Bernie Sanders Calls for Eliminating Americans’ Medical Debt,"On top of his “Medicare for all” proposal, Mr. Sanders’s new plan would wipe out an estimated $81 billion in existing medical debt and ignore such debt in credit scores.",,"Sept. 21, 2019","Medical debt affects Americans who lack health insurance, of course. But it is also increasingly affecting people who have insurance with holes, like high deductibles or limited networks of doctors whose care is paid for. Around 16 percent of adults with credit reports have at least one medical debt, according to a study published last year in the journal Health Affairs."
1571004775-221,https://www.nytimes.com/search?query=bernie+sanders,"Sanders Proposes Corporate Tax to Address Pay Gap at Big CompaniesMr. Sanders’s plan would penalize some of the country’s largest companies if they did not narrow the gap between what they pay their top executives and what they pay their workers.By Matt StevensPRINT EDITIONNew Sanders Tax Proposal Targets Corporate Pay Gap|October 1, 2019, Page A15",https://www.nytimes.com/2019/09/30/us/politics/bernie-sanders-tax-proposal.html?searchResultPosition=25,Sanders Proposes Corporate Tax to Address Pay Gap at Big Companies,Mr. Sanders’s plan would penalize some of the country’s largest companies if they did not narrow the gap between what they pay their top executives and what they pay their workers.,,"Published Sept. 30, 2019","“The American people are sick and tired of corporate C.E.O.s who now make 300 times more than their average employees, while they give themselves huge bonuses and cut back on the health care and pension benefits of their employees,” Mr. Sanders said in a statement. “They want corporations to invest in their workers, not just dividends, stock buybacks and outrageous compensation packages to their executives.”"
1571004820-734,https://www.nytimes.com/search?query=bernie+sanders,"Bernie Sanders Had Heart Attack, His Doctors Say as He Leaves Hospital“After two and a half days in the hospital, I feel great, and after taking a short time off, I look forward to getting back to work,” Mr. Sanders said.By Sydney EmberPRINT EDITIONSanders Had Heart Attack On the Trail|October 5, 2019, Page A1",https://www.nytimes.com/2019/10/04/us/politics/bernie-sanders-hospital.html?searchResultPosition=5,"Bernie Sanders Had Heart Attack, His Doctors Say as He Leaves Hospital",null,,"Published Oct. 4, 2019","“After two and a half days in the hospital, I feel great, and after taking a short time off, I look forward to getting back to work,” Mr. Sanders said in a statement."
1571004812-646,https://www.nytimes.com/search?query=bernie+sanders,"Bernie Sanders Says He Will Slow His Campaign Pace After Heart AttackThe Vermont senator said he would “change the nature” of his campaign. He also acknowledged that voters would take his health into account when deciding whether to support him.By Sydney Ember and Jonathan MartinPRINT EDITIONAfter Heart Attack, Sanders Will Slow Pace of His Campaign|October 9, 2019, Page A19",https://www.nytimes.com/2019/10/08/us/politics/bernie-sanders-heart-attack.html?searchResultPosition=9,Bernie Sanders Says He Will Slow His Campaign Pace After Heart Attack,The Vermont senator said he would “change the nature” of his campaign. He also acknowledged that voters would take his health into account when deciding whether to support him.,,"Oct. 8, 2019","Further, unlike in 2016, progressive voters have an alternative to Mr. Sanders in this race. While some of his bedrock supporters will not abandon him, other left-wing voters will gladly cast a vote for Ms. Warren. That was not the case when Mr. Sanders faced Mrs. Clinton in the last primary."
1571004788-334,https://www.nytimes.com/search?query=bernie+sanders,"Bernie Sanders Went to Canada, and a Dream of ‘Medicare for All’ FlourishedThe Vermont senator has staked his presidential campaign, and much of his political legacy, on transforming health care in America. His mother’s illness, and a trip he made to study the Canadian system, help explain why.By Sydney EmberPRINT EDITIONSanders Developed Vision for Health Care on Jaunts to Canada|September 10, 2019, Page A1",https://www.nytimes.com/2019/09/09/us/politics/bernie-sanders-health-care.html?searchResultPosition=19,"Bernie Sanders Went to Canada, and a Dream of ‘Medicare for All’ Flourished",null,,"Sept. 9, 2019","Amid tours of community centers and meetings with health care providers, Mr. Sanders more than liked what he saw."
1571004792-408,https://www.nytimes.com/search?query=bernie+sanders,"Bernie Sanders Campaign Shakes Up New Hampshire OperationMr. Sanders has overhauled his New Hampshire state operations, as his campaign fights to maintain support in a state he won by more than 22 percentage points in 2016.By Sydney Ember and Jonathan MartinPRINT EDITIONSanders Campaign Shakes Up Leadership of New Hampshire Operation|September 16, 2019, Page A15",https://www.nytimes.com/2019/09/15/us/politics/bernie-sanders-new-hampshire.html?searchResultPosition=17,Bernie Sanders Campaign Shakes Up New Hampshire Operation,null,,"Sept. 15, 2019",The moves were announced to the campaign’s New Hampshire staff on Sunday.
1571004781-277,https://www.nytimes.com/search?query=bernie+sanders,"Sanders Said He Had a Common Heart Procedure. So Why the Mystery?For three days, Mr. Sanders did not disclose pertinent health details, stirring questions about his condition. On Friday evening, doctors confirmed he had suffered a heart attack.By Lawrence K. Altman, M.D.PRINT EDITIONUncommon Reticence After a Common Procedure|October 5, 2019",https://www.nytimes.com/2019/10/04/us/politics/bernie-sanders-heart.html?searchResultPosition=22,Sanders Said He Had a Common Heart Procedure. So Why the Mystery?,"For three days, Mr. Sanders did not disclose pertinent health details, stirring questions about his condition. On Friday evening, doctors confirmed he had suffered a heart attack.",,"Published Oct. 4, 2019","WASHINGTON — “None of us know when a medical emergency will affect us,” Senator Bernie Sanders wrote in a tweet from Desert Springs Hospital Medical Center on Wednesday, hours after the 78-year-old Democratic candidate for president experienced one."
1571004814-664,https://www.nytimes.com/search?query=bernie+sanders,"Bernie Sanders Is Hospitalized, Raising Questions About His CandidacyThe Vermont senator had two stents inserted in an artery after experiencing chest discomfort at an event. His campaign canceled his events and said he would be resting for several days.By Sydney Ember and Jonathan MartinPRINT EDITIONHeart Trouble Pulls Sanders From the Trail|October 3, 2019, Page A1",https://www.nytimes.com/2019/10/02/us/politics/bernie-sanders-health.html?searchResultPosition=8,"Bernie Sanders Is Hospitalized, Raising Questions About His Candidacy",The Vermont senator had two stents inserted in an artery after experiencing chest discomfort at an event. His campaign canceled his events and said he would be resting for several days.,,"Published Oct. 2, 2019","“The prognosis is very good,” said Dr. Steven Nissen, chief academic officer of the Heart and Vascular Institute at the Cleveland Clinic. “Most patients are home the next day and back to work very quickly.” He said he did not see it as an impediment to returning to the campaign trail."
1571004804-560,https://www.nytimes.com/search?query=bernie+sanders,"Bernie Sanders Calls for Eliminating Americans’ Medical DebtOn top of his “Medicare for all” proposal, Mr. Sanders’s new plan would wipe out an estimated $81 billion in existing medical debt and ignore such debt in credit scores.By Margot Sanger-Katz and Sydney EmberPRINT EDITIONSanders Proposal Calls for the Elimination of Medical Debt|September 22, 2019, Page A19",https://www.nytimes.com/2019/09/21/us/politics/bernie-medical-debt-healthcare.html?searchResultPosition=12,Bernie Sanders Calls for Eliminating Americans’ Medical Debt,"On top of his “Medicare for all” proposal, Mr. Sanders’s new plan would wipe out an estimated $81 billion in existing medical debt and ignore such debt in credit scores.",,"Sept. 21, 2019","Fear of medical debts causes some people to avoid needed medical care. And medical bills can affect other parts of people’s finances that are harder to measure, showing up as an unpaid credit card bill or a missed loan payment."
1571004771-175,https://www.nytimes.com/search?query=bernie+sanders,"Why Populist Democrats Have Gained the Upper Hand in the 2020 RaceAs next week’s debate looms, polls and donor contributions suggest a party seeking candidates who will push the boundaries, while moderates argue they can beat President Trump.By Alexander BurnsPRINT EDITIONPolling and Fund-Raising Suggest Populists Have the Upper Hand|October 12, 2019, Page A18",https://www.nytimes.com/2019/10/11/us/politics/2020-democrats-primary-polls.html?searchResultPosition=27,Why Populist Democrats Have Gained the Upper Hand in the 2020 Race,null,,null,"With a crucial debate looming next week in the Democratic presidential primary, the party’s populist wing appears increasingly in control of the race — rising in the polls, stocked with cash and with only a wounded leading candidate, Joseph R. Biden Jr., standing in its way."
1571004814-680,https://www.nytimes.com/search?query=bernie+sanders,"Bernie Sanders Is Hospitalized, Raising Questions About His CandidacyThe Vermont senator had two stents inserted in an artery after experiencing chest discomfort at an event. His campaign canceled his events and said he would be resting for several days.By Sydney Ember and Jonathan MartinPRINT EDITIONHeart Trouble Pulls Sanders From the Trail|October 3, 2019, Page A1",https://www.nytimes.com/2019/10/02/us/politics/bernie-sanders-health.html?searchResultPosition=8,"Bernie Sanders Is Hospitalized, Raising Questions About His Candidacy",The Vermont senator had two stents inserted in an artery after experiencing chest discomfort at an event. His campaign canceled his events and said he would be resting for several days.,,"Published Oct. 2, 2019","“I’m not an ageist, and I never have been, but as I get older I realize the limitations of getting older, and I can’t even begin to imagine the strain of being president of the United States,” said Steve Horner, 68, a retired special education teacher from Las Vegas who travels with a portable oxygen unit to help him breathe."
1571004762-81,https://www.nytimes.com/search?query=bernie+sanders,"The Democrats Worth Staying Up Past Bedtime ForFor the way-too-young-to-vote crowd, 2020 events are still a draw.By Reid J. EpsteinPRINT EDITIONPast a 7-Year-Old’s Bedtime? Not When These Candidates Are in Town|October 12, 2019, Page A19",https://www.nytimes.com/2019/10/11/us/politics/2020-candidates-children.html?searchResultPosition=30,The Democrats Worth Staying Up Past Bedtime For,"For the way-too-young-to-vote crowd, 2020 events are still a draw.",,"Oct. 11, 2019","For now, the leaders appear to be Ms. Warren and former Vice President Joseph R. Biden Jr., who have both taken steps to cater to the children and parents who come see them. It’s one more subtle measure of their stature in a race that is steadily narrowing from the largest primary field in history to just a handful of viable contenders."
1571004779-263,https://www.nytimes.com/search?query=bernie+sanders,"Warren and Sanders, and Their Messages of Change, Dominate the Money RaceElizabeth Warren raised nearly as much money as Bernie Sanders over the past three months. They have both shunned wealthy donors, yet they are way ahead of everyone else.By Thomas KaplanPRINT EDITIONWarren Says Donors Gave $24.6 Million In Quarter|October 5, 2019, Page A10",https://www.nytimes.com/2019/10/04/us/politics/elizabeth-warren-fundraising.html?searchResultPosition=23,"Warren and Sanders, and Their Messages of Change, Dominate the Money Race","Elizabeth Warren raised nearly as much money as Bernie Sanders over the past three months. They have both shunned wealthy donors, yet they are way ahead of everyone else.",,"Oct. 4, 2019","Ms. Warren’s campaign said on Friday that it had received 943,000 donations in the third quarter from 509,000 donors, and more than 300,000 of those donors gave to her presidential campaign for the first time. The average donation was $26, and Ms. Warren ended the quarter with $25.7 million in cash on hand, according to her campaign."
1571004816-712,https://www.nytimes.com/search?query=bernie+sanders,"Bernie Sanders Will Participate in Next Debate, His Campaign SaysThe Vermont senator’s wife said he is in good spirits and should be able to return home by the end of this coming weekend.By Sydney EmberPRINT EDITIONSanders’s Campaign Says He Will Be Ready for Democrats’ Next Debate|October 4, 2019, Page A17",https://www.nytimes.com/2019/10/03/us/politics/bernie-sanders-debate-heart.html?searchResultPosition=7,"Bernie Sanders Will Participate in Next Debate, His Campaign Says",The Vermont senator’s wife said he is in good spirits and should be able to return home by the end of this coming weekend.,,"Oct. 3, 2019","Rebecca Katz, a progressive strategist who is not aligned with any candidate this cycle, said the Sanders campaign should be in “rapid response mode and giving out as many answers about Sanders’s health as possible before more questions pile up.”"
